compound_id,iupac_name,smiles_raw,provenance_file,provenance_sheet,provenance_row,variable,value
241,"3-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=C(C(=O)N)C=CC1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,242,KRAS-SOS1 Interaction,1.12e-06
241,"3-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=C(C(=O)N)C=CC1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,242,KRAS-Activation by SOS high GTP,1.44e-06
241,"3-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=C(C(=O)N)C=CC1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,242,KRAS-Activation by SOS no GTP,1.31e-06
241,"3-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=C(C(=O)N)C=CC1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,242,EGFR kinase inhibition IC50,>2.00E-5
242,"4-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(C(=O)N)C=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,243,KRAS-SOS1 Interaction,1.83e-06
242,"4-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(C(=O)N)C=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,243,KRAS-Activation by SOS high GTP,1.59e-06
242,"4-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(C(=O)N)C=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,243,KRAS-Activation by SOS no GTP,3.01e-06
242,"4-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(C(=O)N)C=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,243,EGFR kinase inhibition IC50,>2.00E-5
243,"N-{1-[5-(2-aminophenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",NC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,244,KRAS-SOS1 Interaction,2.52e-07
243,"N-{1-[5-(2-aminophenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",NC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,244,KRAS-Activation by SOS high GTP,3.25e-07
243,"N-{1-[5-(2-aminophenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",NC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,244,KRAS-Activation by SOS no GTP,4.18e-07
243,"N-{1-[5-(2-aminophenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",NC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,244,EGFR kinase inhibition IC50,>2.00E-5
244,"[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]methanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C=CC=C1)CO,data/bronze/artifacts/2018_raw.xlsx,Sheet1,245,KRAS-SOS1 Interaction,2.82e-07
244,"[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]methanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C=CC=C1)CO,data/bronze/artifacts/2018_raw.xlsx,Sheet1,245,KRAS-Activation by SOS high GTP,4.01e-07
244,"[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]methanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C=CC=C1)CO,data/bronze/artifacts/2018_raw.xlsx,Sheet1,245,KRAS-Activation by SOS no GTP,4.44e-07
244,"[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]methanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C=CC=C1)CO,data/bronze/artifacts/2018_raw.xlsx,Sheet1,245,EGFR kinase inhibition IC50,>2.00E-5
245,"2-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzonitrile",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C#N)C=CC=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,246,KRAS-SOS1 Interaction,5.92e-07
245,"2-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzonitrile",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C#N)C=CC=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,246,KRAS-Activation by SOS high GTP,9e-07
245,"2-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzonitrile",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C#N)C=CC=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,246,KRAS-Activation by SOS no GTP,9.18e-07
245,"2-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzonitrile",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C#N)C=CC=C1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,246,EGFR kinase inhibition IC50,>2.00E-5
246,"N-{1-[5-(1H-indazol-7-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1N=CC2=CC=CC(=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,247,KRAS-SOS1 Interaction,7.59e-06
246,"N-{1-[5-(1H-indazol-7-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1N=CC2=CC=CC(=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,247,KRAS-Activation by SOS high GTP,4.21e-06
246,"N-{1-[5-(1H-indazol-7-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1N=CC2=CC=CC(=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,247,KRAS-Activation by SOS no GTP,0.44
246,"N-{1-[5-(1H-indazol-7-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1N=CC2=CC=CC(=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,247,EGFR kinase inhibition IC50,>2.00E-5
247,"N-{1-[5-(1H-indazol-4-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1N=CC2=C(C=CC=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,248,KRAS-SOS1 Interaction,5.91e-07
247,"N-{1-[5-(1H-indazol-4-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1N=CC2=C(C=CC=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,248,KRAS-Activation by SOS high GTP,8.8E-07
247,"N-{1-[5-(1H-indazol-4-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1N=CC2=C(C=CC=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,248,KRAS-Activation by SOS no GTP,2.7e-06
247,"N-{1-[5-(1H-indazol-4-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1N=CC2=C(C=CC=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,248,EGFR kinase inhibition IC50,>2.00E-5
248,"N-{1-[5-(2-ethenylphenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",C(=C)C1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,249,KRAS-SOS1 Interaction,1.49e-06
248,"N-{1-[5-(2-ethenylphenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",C(=C)C1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,249,KRAS-Activation by SOS high GTP,8.98e-06
248,"N-{1-[5-(2-ethenylphenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",C(=C)C1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,249,KRAS-Activation by SOS no GTP,8.43e-06
248,"N-{1-[5-(2-ethenylphenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",C(=C)C1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,249,EGFR kinase inhibition IC50,>2.00E-5
249,"2-(4-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-1H-pyrazol-1-yl]acetamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=NN(C1)CC(=O)N,data/bronze/artifacts/2018_raw.xlsx,Sheet1,250,KRAS-SOS1 Interaction,6.1e-06
249,"2-(4-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-1H-pyrazol-1-yl]acetamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=NN(C1)CC(=O)N,data/bronze/artifacts/2018_raw.xlsx,Sheet1,250,KRAS-Activation by SOS high GTP,5.31e-06
249,"2-(4-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-1H-pyrazol-1-yl]acetamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=NN(C1)CC(=O)N,data/bronze/artifacts/2018_raw.xlsx,Sheet1,250,KRAS-Activation by SOS no GTP,8.79e-06
249,"2-(4-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-1H-pyrazol-1-yl]acetamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=NN(C1)CC(=O)N,data/bronze/artifacts/2018_raw.xlsx,Sheet1,250,EGFR kinase inhibition IC50,>2.00E-5
250,"6,7-dimethoxy-2-methyl-N-[1-(5-(2-[(methylamino)methyl]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)CNC,data/bronze/artifacts/2018_raw.xlsx,Sheet1,251,KRAS-SOS1 Interaction,5.8e-08
250,"6,7-dimethoxy-2-methyl-N-[1-(5-(2-[(methylamino)methyl]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)CNC,data/bronze/artifacts/2018_raw.xlsx,Sheet1,251,KRAS-Activation by SOS high GTP,5.81e-08
250,"6,7-dimethoxy-2-methyl-N-[1-(5-(2-[(methylamino)methyl]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)CNC,data/bronze/artifacts/2018_raw.xlsx,Sheet1,251,KRAS-Activation by SOS no GTP,7.04e-08
250,"6,7-dimethoxy-2-methyl-N-[1-(5-(2-[(methylamino)methyl]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)CNC,data/bronze/artifacts/2018_raw.xlsx,Sheet1,251,EGFR kinase inhibition IC50,>2.00E-5
251,"2-(4-(4-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-1H-pyrazol-1-yl]ethanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1C=C(SC1)C=1C=NN(C1)CCO,data/bronze/artifacts/2018_raw.xlsx,Sheet1,252,KRAS-SOS1 Interaction,4.57e-06
251,"2-(4-(4-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-1H-pyrazol-1-yl]ethanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1C=C(SC1)C=1C=NN(C1)CCO,data/bronze/artifacts/2018_raw.xlsx,Sheet1,252,KRAS-Activation by SOS high GTP,5.84e-06
251,"2-(4-(4-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-1H-pyrazol-1-yl]ethanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1C=C(SC1)C=1C=NN(C1)CCO,data/bronze/artifacts/2018_raw.xlsx,Sheet1,252,KRAS-Activation by SOS no GTP,0.52
251,"2-(4-(4-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-1H-pyrazol-1-yl]ethanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1C=C(SC1)C=1C=NN(C1)CCO,data/bronze/artifacts/2018_raw.xlsx,Sheet1,252,EGFR kinase inhibition IC50,>2.00E-5
252,"N-[1-{5-[2-(aminomethyl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,253,KRAS-SOS1 Interaction,8.92e-08
252,"N-[1-{5-[2-(aminomethyl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,253,KRAS-Activation by SOS high GTP,7.41e-08
252,"N-[1-{5-[2-(aminomethyl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,253,KRAS-Activation by SOS no GTP,1.03e-07
252,"N-[1-{5-[2-(aminomethyl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,253,EGFR kinase inhibition IC50,>2.00E-5
253,"N-{1-[5-(6,7-dihydro-5H-pyrrolo[1,2-a]imidazol-3-yl)thiophen-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1=C2N(C(=C1)C1=CC(=CS1)C(C)NC1=NC(=NC3=CC(=C(C=C13)OC)OC)C)CCC2,data/bronze/artifacts/2018_raw.xlsx,Sheet1,254,KRAS-SOS1 Interaction,1.31e-06
253,"N-{1-[5-(6,7-dihydro-5H-pyrrolo[1,2-a]imidazol-3-yl)thiophen-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1=C2N(C(=C1)C1=CC(=CS1)C(C)NC1=NC(=NC3=CC(=C(C=C13)OC)OC)C)CCC2,data/bronze/artifacts/2018_raw.xlsx,Sheet1,254,KRAS-Activation by SOS high GTP,2.33e-06
253,"N-{1-[5-(6,7-dihydro-5H-pyrrolo[1,2-a]imidazol-3-yl)thiophen-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1=C2N(C(=C1)C1=CC(=CS1)C(C)NC1=NC(=NC3=CC(=C(C=C13)OC)OC)C)CCC2,data/bronze/artifacts/2018_raw.xlsx,Sheet1,254,KRAS-Activation by SOS no GTP,5.8e-06
253,"N-{1-[5-(6,7-dihydro-5H-pyrrolo[1,2-a]imidazol-3-yl)thiophen-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1=C2N(C(=C1)C1=CC(=CS1)C(C)NC1=NC(=NC3=CC(=C(C=C13)OC)OC)C)CCC2,data/bronze/artifacts/2018_raw.xlsx,Sheet1,254,EGFR kinase inhibition IC50,>2.00E-5
254,"6,7-dimethoxy-2-methyl-N-[1-(5-{1-[2-(pyrrolidin-1-yl)ethyl]-1H-pyrazol-4-yl}thiophen-3-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CSC(=C1)C=1C=NN(C1)CCN1CCCC1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,255,KRAS-SOS1 Interaction,8.14e-07
254,"6,7-dimethoxy-2-methyl-N-[1-(5-{1-[2-(pyrrolidin-1-yl)ethyl]-1H-pyrazol-4-yl}thiophen-3-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CSC(=C1)C=1C=NN(C1)CCN1CCCC1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,255,KRAS-Activation by SOS high GTP,1.59e-06
254,"6,7-dimethoxy-2-methyl-N-[1-(5-{1-[2-(pyrrolidin-1-yl)ethyl]-1H-pyrazol-4-yl}thiophen-3-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CSC(=C1)C=1C=NN(C1)CCN1CCCC1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,255,KRAS-Activation by SOS no GTP,3.45e-06
254,"6,7-dimethoxy-2-methyl-N-[1-(5-{1-[2-(pyrrolidin-1-yl)ethyl]-1H-pyrazol-4-yl}thiophen-3-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CSC(=C1)C=1C=NN(C1)CCN1CCCC1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,255,EGFR kinase inhibition IC50,>2.00E-5
255,"N-[1-{5-[2-(aminomethyl)-4-fluorophenyl]thiophen-3-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC(=C1)F)C1=CC(=CS1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,256,KRAS-SOS1 Interaction,2.48e-07
255,"N-[1-{5-[2-(aminomethyl)-4-fluorophenyl]thiophen-3-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC(=C1)F)C1=CC(=CS1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,256,KRAS-Activation by SOS high GTP,3.17e-07
255,"N-[1-{5-[2-(aminomethyl)-4-fluorophenyl]thiophen-3-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC(=C1)F)C1=CC(=CS1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,256,KRAS-Activation by SOS no GTP,3.9e-07
255,"N-[1-{5-[2-(aminomethyl)-4-fluorophenyl]thiophen-3-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC(=C1)F)C1=CC(=CS1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,256,EGFR kinase inhibition IC50,>2.00E-5
256,"2-[4-(3-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}phenyl)-1H-pyrazol-1-yl]ethanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C=1C=NN(C1)CCO,data/bronze/artifacts/2018_raw.xlsx,Sheet1,257,KRAS-SOS1 Interaction,4.73e-07
256,"2-[4-(3-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}phenyl)-1H-pyrazol-1-yl]ethanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C=1C=NN(C1)CCO,data/bronze/artifacts/2018_raw.xlsx,Sheet1,257,KRAS-Activation by SOS high GTP,8.28e-07
256,"2-[4-(3-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}phenyl)-1H-pyrazol-1-yl]ethanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C=1C=NN(C1)CCO,data/bronze/artifacts/2018_raw.xlsx,Sheet1,257,KRAS-Activation by SOS no GTP,1.35e-06
256,"2-[4-(3-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}phenyl)-1H-pyrazol-1-yl]ethanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C=1C=NN(C1)CCO,data/bronze/artifacts/2018_raw.xlsx,Sheet1,257,EGFR kinase inhibition IC50,>2.00E-5
257,"6,7-dimethoxy-2-methyl-N-[(1R)-1-(3-{1-[2-(pyrrolidin-1-yl)ethyl]-1H-pyrazol-4-yl}phenyl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NN(C1)CCN1CCCC1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,258,KRAS-SOS1 Interaction,3.83e-07
257,"6,7-dimethoxy-2-methyl-N-[(1R)-1-(3-{1-[2-(pyrrolidin-1-yl)ethyl]-1H-pyrazol-4-yl}phenyl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NN(C1)CCN1CCCC1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,258,KRAS-Activation by SOS high GTP,7.54e-07
257,"6,7-dimethoxy-2-methyl-N-[(1R)-1-(3-{1-[2-(pyrrolidin-1-yl)ethyl]-1H-pyrazol-4-yl}phenyl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NN(C1)CCN1CCCC1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,258,KRAS-Activation by SOS no GTP,8.52e-07
257,"6,7-dimethoxy-2-methyl-N-[(1R)-1-(3-{1-[2-(pyrrolidin-1-yl)ethyl]-1H-pyrazol-4-yl}phenyl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NN(C1)CCN1CCCC1,data/bronze/artifacts/2018_raw.xlsx,Sheet1,258,EGFR kinase inhibition IC50,>2.00E-5
258,"N-{(1R)-1-[2'-(aminomethyl)biphenyl-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC=C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,259,KRAS-SOS1 Interaction,2.84e-07
258,"N-{(1R)-1-[2'-(aminomethyl)biphenyl-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC=C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,259,KRAS-Activation by SOS high GTP,1.9e-07
258,"N-{(1R)-1-[2'-(aminomethyl)biphenyl-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC=C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,259,KRAS-Activation by SOS no GTP,2.45e-07
258,"N-{(1R)-1-[2'-(aminomethyl)biphenyl-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC=C1)C1=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,259,EGFR kinase inhibition IC50,>2.00E-5
259,"N-[1-{5-[2-(aminomethyl)phenyl]thiophen-3-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",NCC1=C(C=CC=C1)C1=CC(=CS1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,data/bronze/artifacts/2018_raw.xlsx,Sheet1,260,KRAS-SOS1 Interaction,4.82e-07
