compound_id,smiles_raw,iupac_name,lcms_text,nan,flag_asterisk,provenance_file,provenance_sheet,provenance_row
Example 437,CC1=C(N)N=C2/C=C(Cl)\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@H](C)C3=NC=CC=N3)=C/C2=C1,2-amino-7-chloro-3-methyl-N-((lR)-l-(2- pyrimidinyl)ethyl)-N-((5-(trifluoromethyl)-2- pyridinyl)methyl)-6-quinolinecarboxamide,501.1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,139
Example 438,CC1=C(N)N=C2/C=C(Cl)\C(C(=O)N(CC3=CC=C(C#N)C=N3)[C@H](C)C3=NC=CC=N3)=C/C2=C1,2-amino-7-chloro-N-((5-cy ano -2- pyridiny l)methy 1) -3 -methy 1-N-((lR)-l-(2- pyrimidinyl)ethyl)-6-quinolinecarboxamide,458.1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,140
Example 439,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CN=CC(Cl)=C3)CC3=CC=C(C(F)(F)F)C=N3)=C/C2=C1,2-amino-N-((5-chloro-3-pyridinyl)methyl)-3- methyl-N-((5-(trifluoromethyl)-2- pyridinyl)methyl)-6-quinolinecarboxamide,486.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,141
Example 440,NC1=C(*)C=C2C(C=CC(C(=O)N(C(C)C3N=CC=CC=3F)CC3N=CC(C(F)(F)F)=CC=3)=C2)=N1,(R) -2 -amino-N-( 1 - (3 -fluoropy ridin-2 - yl)ethyl)-3-(methyl-d3)-N-((5- (trifluoromethyl)pyridin-2- yl)methyl)quinoline-6-carboxamide,487.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,142
Example 441,NC1=C(*)C=C2C(C=CC(C(=O)N(C(C)C3N=CC=CN=3)CC3N=CC(C#N)=CC=3)=C2)=N1,(R)-2-amino-N-((5-cyanopyridin-2- yl)methyl)-3-(methyl-d3)-N-(l-(pyrimidin-2- yl)ethyl)quinoline-6-carboxamide,427.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,143
Example 442,CC1=CC2=C(/C=C\C(C(=O)N(CC3=NC=C(C(F)(F)F)C=C3)CC(F)(F)F)=C/2)N=C1N,"2-amino-3-methyl-N-(2,2,2-trifluoroethyl)-N- ((5-(trifluoromethyl)-2-pyridinyl)methyl)-6- quinolinecarboxamide",443,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,144
Example 443a,CCC(C1=NC=CC=N1)N(CC1=NC=C(C(F)(F)F)C=C1)C(=O)C1=C/C2=C(N=C(N)C(Br)=C2)/N=C\1,nan,nan,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,191
Example 443,CC[C@H](C1=NC=CC=N1)N(CC1=NC=C(C(F)(F)F)C=C1)C(=O)C1=C/C2=C(N=C(N)C(Br)=C2)/N=C\1,"(R)-7-amino-6-bromo-N-(l-(pyrimidin-2-yl)propyl)-N-((5-(trifluoromethyl)pyridin-2- yl)methyl)-l,8-naphthyridine-3-carboxamide",546/548,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,192
Example 444,C[C@H](C1=NC=CC=N1)N(CC1=CC=C(C(F)(F)F)N=N1)C(=O)C1=C/C2=CC(Br)=C(N)N=C2/N=C\1,"7-amino-6-bromo-N- ((lR)-l-(2- pyrimidiny l)ethy 1)-N - ((6-(trifluoromethy 1)-3 - pyridazinyljmethyl)- l,8-naphthyridine-3- carboxamide",533/535,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,193
Example 445,C[C@H](C1=NC=CC=N1)N(CC1=CC=C(C(F)(F)F)N=N1)C(=O)C1=C/C2=CC(Cl)=C(N)N=C2/C=C\1,2-amino-3-chloro-N- ((lR)-l-(2- pyrimidiny l)ethy 1)-N -((6-(trifluoromethy 1)-3 -pyridazinyl)methyl)-6-quinolinecarboxamide,488,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,194
Example 446,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C4C=CC=CC4=N3)[C@H](C)C3=NC=CC=N3)=C/C2=C1,2-am ino-3 -methy 1-N- ((lR)-l-(2- pyrimidiny l)ethy 1)-N - (2-quinolinylmethy 1)-6- quinolinecarboxamide,449,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,195
Example 447,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC4=C(C=CC=C4)N=C3)[C@H](C)C3=NC=CC=N3)=C/C2=C1,2-am ino-3 -methy 1-N- ((lR)-l-(2- pyrimidiny l)ethy 1)-N - (3 -quinolinylmethy 1)-6- quinolinecarboxamide,449,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,196
Example 448,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(Br)C=N3)[C@@H]3CCCN(C)C3=O)=C/C2=C1,2-amino-N-((5 -bromo- 2-pyridiny l)methy 1)-3 - methy 1-N-((3R)-1- methyl-2-oxo-3- piperidinyl)-6- quinolinecarboxamide,482/484,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,197
Example 449,CC1=C(N)\N=C2\C=CC(C(=O)N(CC3=NC=C(C(F)(F)F)N=C3)[C@H](C)C3=NC=CC=N3)=C\C2=C\1,2-am ino-3 -methy 1-N- ((lR)-l-(2- pyrimidiny l)ethy 1)-N - ((5 -(trifluoromethy 1)-2- pyrazinyl)methy 1)-6- quinolinecarboxamide,468,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,198
Example 450,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(Br)N=N3)[C@H](C)C3=NC=CC=N3)=C/C2=C1,2-amino-N-((6-bromo- 3-pyridazinyl)methyl)- 3-methyl-N-((lR)-l-(2- pyrimidinyl)ethy 1)-6- quinolinecarboxamide,478.1/480.1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,199
Example 451,CC1=C(N)\N=C2\C=CC(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@@H]3CCOC4=C3N=C(F)C=C4)=C\C2=C\1,"2-amino-N-((4R)-6- fluoro-3,4-dihydro-2H- py rano [3,2-b] py ridin-4- y 1)-3 -methy 1-N-((5- (trifluoromethy 1) -2- pyridinyl)methyl)-6- quinolinecarboxamide",512.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,200
Example 452,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=NC=C(C(F)(F)F)C=C3)[C@@H](C3=NC=CC=N3)C3CC3)=C/C2=C1,2-amino-N-((R)- cyclopropyl(2- py rimidiny l)methy 1) -3 - methyl-N-((5- (trifluoromethy 1) -2- pyridinyl)methyl)-6- quinolinecarboxamide,493,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,201
Example 453,CO[C@H](CN(CC1=NC=C(C(F)(F)F)C=C1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1)C(F)(F)F,"2-amino-3-methyl-N- ((2R)-3,3,3 -trifluoro-2- methoxy propy 1)-N-((5- (trifluoromethy 1) -2- pyridinyl)methyl)-6- quinolinecarboxamide",487.1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,202
Example 454,CO[C@@H](CN(CC1=NC=C(C(F)(F)F)C=C1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1)C(F)(F)F,"7-amino-6-bromo-N- ((2S)-3,3,3-trifluoro-2- methoxy propy 1)-N-((5- (trifluoromethy 1) -2- pyridiny l)methy 1)-1,8- naphthyridine-3- carboxamide",552,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,203
Example 455,CC1=C(N)\N=C2\C=CC(C(=O)N(CC3=CC=C(C(F)F)C=N3)[C@H](C)C3=NC=C(F)C=N3)=C\C2=C\1,2-amino-N-((5- (difluoromethyl)-2- pyridinyl)methyl)-N- ((lR)-l-(5-fluoro-2- pyrimidinyl)ethy 1)-3- methyl-6- quinolinecarboxamide,467.1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,204
Example 456,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@@H]3CCOC4=CC=CN=C43)=C/C2=C1,"2-amino-N-((4R)-3,4- dihydro-2H- py rano [3,2 -b] py ridin-4- y 1)-3 -methy 1-N-((5- (trifluoromethy 1) -2- pyridinyl)methyl)-6- quinolinecarboxamide",494.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,205
Example 457,CC1=C(N)/N=C2\C=CC(C(=O)N(CC3=NC=C(C(F)(F)F)C=C3)C[C@@H](C)C(F)(F)F)=C\C2=C\1,"2-am ino-3 -methy 1-N- ((2R)-3,3,3 -trifluoro-2- methylpropyl)-N-((5- (trifluoromethy 1) -2- pyridinyl)methyl)-6- quinolinecarboxamide",471.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,206
Example 458,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=NC=C(C(F)(F)F)C=C3)C[C@H](C)C(F)(F)F)=C/C2=C1,"2-am ino-3 -methy 1-N- ((2S)-3,3,3-trifluoro-2- methylpropyl)-N-((5- (trifluoromethy 1) -2- pyridinyl)methyl)-6- quinolinecarboxamide",471.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,207
Example 459,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@@H]3CCOC4=NC=CC=C43)=C/C2=C1,"2-amino-N-((4R)-3,4- dihydro-2H- py rano [2,3 -b] py ridin-4- y 1)-3 -methy 1-N-((5- (trifluoromethy 1) -2- pyridinyl)methyl)-6- quinolinecarboxamide",494.1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,208
Example 460,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@@H]3CCCN(C)C3=O)=C/C2=C1,2-am ino-3 -methy 1-N- ((3 R)-l-methy 1-2-oxo- 3-piperidinyl)-N-((5- (trifluoromethy 1) -2- pyridinyl)methyl)-6- quinolinecarboxamide,472.3,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,209
Example 461,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@@H]3CCCNC3=O)=C/C2=C1,2-am ino-3 -methy 1-N- ((3R)-2-oxo-3- piperidinyl)-N-((5- (trifluoromethy 1) -2- pyridinyl)methyl)-6- quinolinecarboxamide,458.1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,210
Example 462,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@@H]3CCCN(C4CC4)C3=O)=C/C2=C1,2-amino-N-((3R)-l- cyclopropyl-2-oxo-3- piperidiny 1)-3 -methy 1- N-((5- (trifluoromethy 1) -2- pyridinyl)methyl)-6- quinolinecarboxamide,498.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,211
Example 463,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=NC=CC=C3F)[C@@H]3CCC4=NC(C(F)(F)F)=CC=C43)=C/C2=C1,"2-amino-N-((3 -fluoro- 2-pyridiny l)methy 1)-3 - methyl-N-((5R)-2- (trifluoromethy 1)-6,7-dihydro-5H- cy clopenta[b] py ridin-5 - yl)-6- quinolinecarboxamide",496.3,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,212
Example 464,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@@H]3CCCN4/N=C\N=C\34)=C/C2=C1,"2-am ino-3 -methy 1-N-((8R)-5,6,7,8-tetrahydro [ 1,2,4] triazolo[l,5-a]pyridin-8-yl)-N-((5-(trifluoromethy 1) -2-pyridinyl)methyl)-6-quinolinecarboxamide",482.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,213
Example 465,CC1=NC(CN(C(=O)C2=CC3=CC(C)=C(N)N=C3C=C2)[C@H](C)C2=NC=CC=N2)=CC=C1Br,2-amino-N-((5 -bromo-6-methyl-2-pyridinyl)methyl)-3-methyl-N-((lR)-l-(2-pyrimidinyl)ethy 1)-6-quinolinecarboxamide,491.1/493.1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,214
Example 466,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@@H]3CCCC(F)(F)[C@@H]3O)=C/C2=C1,"2-amino-N-((lR,2R)- 3,3-difluoro-2- hydroxycyclohexyl)-3- methyl-N-((5- (trifluoromethy 1) -2- pyridinyl)methyl)-6- quinolinecarboxamide",495.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,215
Example 467,NC1=C(Br)C=C2/C=C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@@H]3CCCC4=C3N=CC=N4)\C=N/C2=N1,"7-amino-6-bromo-N- ((5R)-5,6,7,8- tetrahydro-5-quinoxalinyl)-N-((5-(trifluoromethy 1) -2-pyridiny l)methy 1)-1,8-naphthyridine-3-carboxamide",558/560,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,216
Example 468,CC1=NC(CN(C(=O)C2=C/C3=CC(C)=C(N)N=C3/C=C\2)[C@H](C)C2=NC=CC=N2)=CC=C1Cl,2-amino-N-((5 -chloro- 6-methyl-2- pyridinyl)methyl)-3- methyl-N-((lR)-l-(2- pyrimidinyl)ethy 1)-6- quinolinecarboxamide,447.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,217
Example 469,COC1=C(CN(C(=O)C2=C/C3=CC(C)=C(N)N=C3/C=C\2)[C@H](C)C2=NC=CC=N2)C=CC(C(F)(F)F)=N1,2-amino-N-((2- methoxy-6- (trifluoromethy 1) -3 - pyridinyl)methyl)-3- methyl-N-((lR)-l-(2- pyrimidinyl)ethy 1)-6- quinolinecarboxamide,497.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,218
Example 470,CC1=NC(CN(C(=O)C2=C/C3=CC(Br)=C(N)N=C3/N=C\2)[C@H](C)C2=NC=CC=N2)=CC=C1Br,"7-amino-6-bromo-N- ((5-bromo-6-methyl-2- pyridinyl)methyl)-N- ((lR)-l-(2- pyrimidiny l)ethy 1)-1,8- naphthyridine-3- carboxamide",558,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,219
Example 471,CC1=C(N)N=C2/C=C\C(C(=O)/N(CC3=CC=C(C(F)(F)F)C=N3)=C3\COCC[C@@H]3O)=C/C2=C1,"2-amino-N-((3R,4S)-4- hydroxytetrahydro-2H- pyran-3 -y 1)-3 -methy 1- N-((5- (trifluoromethy 1) -2- pyridinyl)methyl)-6- quinolinecarboxamide",461.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,220
Example 472,CC1=C(N)N=C2/C=C\C(C(=O)N(CC(C)C)[C@H](C)C3=NC=C(C(F)(F)F)C=C3)=C/C2=C1,2-am ino-3 -methy 1-N- (2-methylpropyl)-N- ((lR)-l-(5- (trifluoromethy 1) -2- pyridinyl)ethyl)-6- quinolinecarboxamide,431,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,221
Example 473,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C#N)C=N3)[C@H](C)C3=CC=CC=N3)=C/C2=C1,2-amino-N-((5-cyano- 2-pyridiny l)methy 1)-3 - methyl-N-((lR)-l-(2- pyridinyl)ethyl)-6- quinolinecarboxamide,423,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,222
Example 474,CC1=CC(Br)=CN=C1CN(C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1)[C@H](C)C1=NC=CC=N1,2-amino-N-((5 -bromo- 3-methyl-2- pyridinyl)methyl)-3- methyl-N-((lR)-l-(2-pyrimidinyl)ethy 1)-6- quinolinecarboxamide,491/493,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,223
Example 475,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C#N)C=C3)[C@H](C)C3=NC=CC=N3)=C/C2=C1,2-amino-N-(4- cyanobenzy 1)-3- methyl-N-((lR)-l-(2- pyrimidinyl)ethy 1)-6- quinolinecarboxamide,423,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,224
Example 476,COC1=NC=C(CN(C(=O)C2=C/C3=CC(C)=C(N)N=C3/C=C\2)[C@H](C)C2=NC=CC=N2)N=C1,2-amino-N-((5- methoxy-2- pyraziny l)methy 1)-3 - methyl-N-((lR)-l-(2- pyrimidinyl)ethy 1)-6- quinolinecarboxamide,430,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,225
Example 477,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)N=C3)[C@H](C)C3=NC=CC=N3)=C/C2=C1,2-am ino-3 -methy 1-N- ((lR)-l-(2- pyrimidiny l)ethy 1)-N - ((6-(trifluoromethy 1)-3 - pyridinyl)methyl)-6- quinolinecarboxamide,467,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,226
Example 478,COC1=CC=C(CN(C(=O)C2=C/C3=CC(Br)=C(N)N=C3/N=C\2)[C@H](C)C2=NC=CC=N2)N=N1,"7-amino-6-bromo-N- ((6-methoxy-3- pyridaziny l)methy 1)-N - ((lR)-l-(2- pyrimidiny l)ethy 1)-1,8- naphthyridine-3- carboxamide",495/497,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,227
Example 479,COC1=CC=C(CN(C(=O)C2=C/C3=CC(C)=C(N)N=C3/C=C\2F)[C@H](C)C2=NC=CC=N2)N=N1,2-amino-7-fluoro-N-((6-methoxy-3-pyridaziny l)methy 1)-3 -methyl-N-((lR)-l-(2-pyrimidinyl)ethy 1)-6-quinolinecarboxamide,448,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,228
Example 480,COC1=CC=C(CN(C(=O)C2=C/C3=CC(C)=C(N)N=C3/C=C\2F)[C@@H](C)C2=NC=CC=N2)N=N1,2-amino-7-fluoro-N-((6-methoxy-3-pyridaziny l)methy 1)-3 -methyl-N-(( IS)-1-(2-pyrimidinyl)ethy 1)-6-quinolinecarboxamide,448,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,229
Example 481,CC1=C(N)N=C2/N=C\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@H](C)C3=NC=C(F)C=N3)=C/C2=C1,"7-amino-N-((lR)-l-(5-fluoro-2-pyrimidiny l)ethy 1)-6-methyl-N-((5-(trifluoromethy 1) -2-pyridiny l)methy 1)-1,8-naphthyridine-3-carboxamide",485.9,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,230
Example 482,CC1=C(N)\N=C2\C=CC(C(=O)N(CC3=NC=C(C(F)(F)F)C=C3)[C@H](C)C3=NC=CN=C3)=C\C2=C\1,2-am ino-3 -methy 1-N- ((lR)-l-(2- pyrazinyl)ethyl)-N-((5- (trifluoromethy 1) -2-pyridinyl)methyl)-6- quinolinecarboxamide,467.1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,231
Example 483,CC1=C(N)\N=C2\C=CC(C(=O)N(CC3=NC=C(C(F)(F)F)N=C3)[C@H](C)C3=CC=C(F)C=N3)=C\C2=C\1,2-amino-N-((lR)-l-(5-fluoro-2-pyridinyl)ethyl)-3-methyl-N-((5-(trifluoromethy 1) -2-pyrazinyl)methy 1)-6-quinolinecarboxamide,485.1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,232
Example 484,CC1=C(N)\N=C2\C=CC(C(=O)N(CC3=NC=C(C(F)(F)F)C=C3)[C@H](C)C3=CC=C(F)C=N3)=C\C2=C\1,2-amino-N-((lR)-l-(5-fluoro-2-pyridinyl)ethyl)-3-methyl-N-((5-(trifluoromethy 1) -2-pyridinyl)methyl)-6-quinolinecarboxamide,484.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,233
Example 485,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=NC=C(C(F)(F)F)C=C3)[C@@H](C)C3=CC=C(F)C=N3)=C/C2=C1,2-amino-N-((lS)-l-(5-fluoro-2-pyridinyl)ethyl)-3-methyl-N-((5-(trifluoromethy 1) -2-pyridinyl)methyl)-6-quinolinecarboxamide,484.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,234
Example 486,CC1=C(N)N=C2/N=C\C(C(=O)N(CC3=NC=C(C(F)(F)F)C=C3)[C@H](C)C3=NC=CC=N3)=C/C2=C1,"7-amino-6-methyl-N- ((lR)-l-(2- pyrimidiny l)ethy 1)-N - ((5 -(trifluoromethy 1)-2- pyridiny l)methy 1)-1,8- naphthyridine-3- carboxamide",468.1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,235
Example 487,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=NC=C(OC(F)(F)F)C=C3)[C@H](C)C3=NC=CC=N3)=C/C2=C1,2-amino-3-methyl-N- ((lR)-l-(2- pyrimidiny l)ethy 1)-N - ((5 -(trifluoromethoxy)- 2 -py ridiny l)methy 1)-6- quinolinecarboxamide,483.3,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,236
Example 488,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=NN=C(C(F)(F)F)C=C3)[C@H](C)C3=NC=CC=N3)=C/C2=C1,2-am ino-3 -methy 1-N- ((lR)-l-(2- pyrimidiny l)ethy 1)-N - ((6-(trifluoromethy 1)-3 - pyridazinyl)methyl)-6- quinolinecarboxamide,468.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,237
Example 489,CC[C@H](C1=NC=CC=N1)N(CC1=NC=C(C(F)(F)F)C=C1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1,2-am ino-3 -methy 1-N- ((lR)-l-(2- pyrimidinyl)propyl)-N- ((5 -(trifluoromethy 1)-2- pyridinyl)methyl)-6- quinolinecarboxamide,481.3,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,238
Example 490,C[C@H](C1=NC=CC=N1)N(CC1=NC=C(C(F)(F)F)N=C1)C(=O)C1=C/C2=CC(Br)=C(N)N=C2/N=C\1,"7-amino-6-bromo-N- ((lR)-l-(2- pyrimidiny l)ethy 1)-N - ((5 -(trifluoromethy 1)-2- pyraziny l)methy 1)-1,8- naphthyridine-3- carboxamide",533/535,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,239
Example 491,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=NC=C(OC(F)F)C=C3)[C@H](C)C3=NC=CC=N3)=C/C2=C1,2-amino-N-((5- (difluoromethoxy)-2- pyridinyl)methyl)-3- methyl-N-((lR)-l-(2- pyrimidinyl)ethy 1)-6- quinolinecarboxamide,465,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,240
Example 492,CC1=C(N)N=C2/C=C\C(C(=O)N(CC3=NC=C(C(F)(F)F)S3)[C@H](C)C3=NC=CC=N3)=C/C2=C1,"2-am ino-3 -methyl-N- ((lR)-l-(2- pyrimidiny l)ethy 1)-N - ((5 -(trifluoromethy 1)- l,3-thiazol-2- yl)methyl)-6- quinolinecarboxamide",473.1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,241
Example 493,[2H]C([2H])([2H])OC1=CN=C(CN(C(=O)C2=C/C3=CC(C)=C(N)N=C3/C=C\2)[C@H](C)C2=NC=CC=N2)C=C1,2-amino-3-methyl-N- ((5- ((~2~H_3_)methyloxy) -2-pyridinyl)methyl)- N-((lR)-l-(2- pyrimidinyl)ethy 1)-6- quinolinecarboxamide,432.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,242
Example 494,CC[C@H](C1=NC=CC=N1)N(CC1=NC=C(C#N)C=C1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1,2-amino-N-((5-cyano- 2-pyridiny l)methy 1)-3 - methyl-N-((lR)-l-(2- pyrimidinyl)propyl)-6- quinolinecarboxamide,438.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,243
Example 495,CC[C@H](C1=NC=CC=N1)N(CC1=NN=C(C(F)(F)F)C=C1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1,2-am ino-3 -methy 1-N- ((lR)-l-(2- pyrimidinyl)propyl)-N- ((6-(trifluoromethy 1)-3 - pyridazinyl)methyl)-6- quinolinecarboxamide,482.1,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,244
Example 496,CC1=C(N)/N=C2/C=CC(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@H](C)C3=NN(C)C=N3)=C/C2=C\1,"2-am ino-3 -methy 1-N- ((lR)-l-(l-methyl-lH- l,2,4-triazol-3- yl)ethyl)-N-((5- (trifluoromethy 1) -2- pyridinyl)methyl)-6- quinolinecarboxamide",470.4,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,245
Example 497,CC1=C(N)N=C2/C=C(F)\C(C(=O)N(CC3=CC=C(C(F)(F)F)C=N3)[C@H](C)C3=NN(C)C=N3)=C/C2=C1,"2-amino-7-fluoro-3- methyl-N-((lR)-l-(l- methyl-lH-1,2,4- triazol-3-yl)ethyl)-N- ((5 -(trifluoromethy 1)-2- pyridinyl)methyl)-6- quinolinecarboxamide",488.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,246
Example 498,C=C(C1=NN(C)C=N1)N(CC1=CC=C(C(F)(F)F)C=N1)C(=O)C1=C/C2=CC(C)=C(N)N=C2/C=C\1F,"2-amino-7-fluoro-3- methyl-N-((lS)-l-(l- methyl-lH-1,2,4- triazol-3-yl)ethyl)-N- ((5 -(trifluoromethy 1)-2- pyridinyl)methyl)-6- quinolinecarboxamide",488.2,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,247
Example 499,CC[C@H](C1=NC=CC=N1)N(CC1=NC=C(C(F)(F)F)C=C1)C(=O)C1=NC=C2/N=C(N)\C(Br)=C/C2=C1,"2-am ino-3 -bromo-N - ((lR)-l-(2- pyrimidinyl)propyl)-N- ((5 -(trifluoromethy 1)-2- pyridinyl)methyl)-l,7- naphthyridine-6- carboxamide",546/548,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,248
Example 500,CC[C@H](C1=NC=CC=N1)N(CC1=CC=C(C(F)F)C=N1)C(=O)C1=C/C2=CC(Br)=C(N)N=C2/N=C\1,"7-amino-6-bromo-N- ((5 -(difluoromethy 1)-2- pyridinyl)methyl)-N- ((lR)-l-(2- pyrimidinyl)propyl)- l,8-naphthyridine-3- carboxamide",528/530,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,249
Example 501,CC[C@H](C1=NC=CC=N1)N(CC1=CC=C(C(F)F)C=N1)C(=O)C1=C/C2=CC(Br)=C(N)N=C2/C=C\1,2-am ino-3 -bromo-N - ((5 -(difluoromethy 1)-2- pyridinyl)methyl)-N- ((lR)-l-(2- pyrimidinyl)propyl)-6- quinolinecarboxamide,527/529,nan,nan,data/bronze/artifacts/2021_raw.xlsx,Example 300~840,250
