compound_id,smiles_raw,iupac_name,provenance_file,provenance_sheet,provenance_row
170,C1(CC1)COC=1C=C(C=CC1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[1-{5-[3-(cyclopropylmethoxy)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,171
171,N1C=CC2=C(C=CC=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{1-[5-(1H-indol-4-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,172
172,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C=1C=NC(=NC1)OC,"6,7-dimethoxy-N-{1-[5-(2-methoxypyrimidin-5-yl)thiophen-2-yl]ethyl}-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,173
173,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC(=CC=C1)S(=O)(=O)C,"6,7-dimethoxy-2-methyl-N-[1-{5-[3-(methylsulfonyl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,174
174,O1CCC2=C1C=CC(=C2)C2=CC=C(S2)C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,"N-{1-[5-(2,3-dihydro-1-benzofuran-5-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,175
175,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)\C=C\C1=CC=CC=C1,"6,7-dimethoxy-2-methyl-N-[1-{5-[(E)-2-phenylethenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,176
176,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(C(=O)N(C)C)C=C1,"4-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-N,N-dimethylbenzamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,177
177,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)\C=C\C,"6,7-dimethoxy-2-methyl-N-[1-{5-[(1E)-prop-1-en-1-yl]thiophen-2-yl}ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,178
178,COC(C1=C(C=CC=C1)C=1SC(=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)=O,"methyl2-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzoate",data/bronze/artifacts/2018_raw.xlsx,Sheet1,179
179,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CN2CCC(CC2)C(=O)N)C=CC=C1,"1-[2-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]piperidine-4-carboxamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,180
180,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C=CC=C1)CCO,"2-(2-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]ethanol",data/bronze/artifacts/2018_raw.xlsx,Sheet1,181
181,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=C(C=CC1)CCO,"2-(3-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]ethanol",data/bronze/artifacts/2018_raw.xlsx,Sheet1,182
182,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)CN1CC2(COC2)C1,"6,7-dimethoxy-2-methyl-N-[1-(5-[2-(2-oxa-6-azaspiro[33]hept-6-ylmethyl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,183
183,BrC1=C(C=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)C,"N-[1-(5-bromo-4-methylthiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,184
184,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)CN1CCCC1,"6,7-dimethoxy-2-methyl-N-[1-{5-[2-(pyrrolidin-1-ylmethyl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,185
185,CN(C)CC1N(CCC1)CC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[1-{5-[2-({2-[(dimethylamino)methyl]pyrrolidin-1-yl}methyl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,186
186,CC1=NC2=CC=CC=C2C(=N1)N[C@H](C)C1=CC=CC2=CC=CC=C12,2-methyl-N-[(1R)-1-(naphthalen-1-yl)ethyl]quinazolin-4-amine,data/bronze/artifacts/2018_raw.xlsx,Sheet1,187
187,BrC1=CC=C(C=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[(1R)-1-(4-bromophenyl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,188
188,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC=C(C=C1)S(=O)(=O)C,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[4-(methylsulfonyl)phenyl]ethyl}quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,189
189,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC=C(C#N)C=C1,"4-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}benzonitrile",data/bronze/artifacts/2018_raw.xlsx,Sheet1,190
190,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C,"6,7-dimethoxy-2-methyl-N-[(1R)-1-(3-methylphenyl)ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,191
191,BrC=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[(1R)-1-(3-bromophenyl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,192
192,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC=C(C(=O)N)C=C1,"4-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}benzamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,193
193,C1(=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)C1=CC=CC=C1,"N-[(1R)-1-(biphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,194
194,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C#N)C=CC1,"3-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}benzonitrile",data/bronze/artifacts/2018_raw.xlsx,Sheet1,195
195,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC=C(C=C1)C,"6,7-dimethoxy-2-methyl-N-[(1R)-1-(4-methylphenyl)ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,196
196,C1(=CC=C(C=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)C1=CC=CC=C1,"N-[(1R)-1-(biphenyl-4-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,197
197,C1(CC1)C1=CC=C(C=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[(1R)-1-(4-cyclopropylphenyl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,198
198,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)S(=O)(=O)C,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(methylsulfonyl)phenyl]ethyl}quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,199
199,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C(=O)N)C=CC1,"3-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}benzamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,200
200,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NNC1,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,201
201,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC=C(C=C1)C=1CCN(CC1)C,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[4-(1-methyl-1,2,3,6-tetrahydropyridin-4-yl)phenyl]ethyl}quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,202
202,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1CCN(CC1)C,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1-methyl-1,2,3,6-tetrahydropyridin-4-yl)phenyl]ethyl}quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,203
203,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC=C(C=C1)C(=C)C,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[4-(prop-1-en-2-yl)phenyl]ethyl}quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,204
204,C1(CC1)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[(1R)-1-(3-cyclopropylphenyl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,205
205,S1C=CC2=C1C=CC=C2C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,"N-[1-(1-benzothiophen-4-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,206
206,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC=CC=C1,"6,7-dimethoxy-2-methyl-N-[(1R)-1-phenylethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,207
207,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC=CC1,"6,7-dimethoxy-2-methyl-N-[1-(thiophen-2-yl)ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,208
208,BrC1=CC=C(O1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[1-(5-bromofuran-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,209
209,BrC1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[1-(5-bromothiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,210
210,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CN2CC(CC2)O)C=CC=C1,"1-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]pyrrolidin-3-ol",data/bronze/artifacts/2018_raw.xlsx,Sheet1,211
211,F[C@@H]1CN(CC1)CC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{1-[5-(2-{[(3S)-3-fluoropyrrolidin-1-yl]methyl}phenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,212
212,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=C2C=CC=NC2=CC=C1,"6,7-dimethoxy-2-methyl-N-[1-(quinolin-5-yl)ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,213
213,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1OC(=CC1)C1=CC=CC=C1,"6,7-dimethoxy-2-methyl-N-[1-(5-phenylfuran-2-yl)ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,214
214,BrC=1C=C(C2=C(CCO2)C1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[1-(5-bromo-2,3-dihydro-1-benzofuran-7-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,215
215,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC(=CC=C1)OC1=CC=CC=C1,"6,7-dimethoxy-2-methyl-N-[1-(3-phenoxyphenyl)ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,216
216,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC(=CC=C1)C=1N=NNN1,"6,7-dimethoxy-2-methyl-N-{1-[3-(2H-tetrazol-5-yl)phenyl]ethyl}quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,217
217,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1C=CC=C2C=CC=NC12,"6,7-dimethoxy-2-methyl-N-[1-(quinolin-8-yl)ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,218
218,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=NN(C1)CCO,"2-[4-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-1H-pyrazol-1-yl]ethanol",data/bronze/artifacts/2018_raw.xlsx,Sheet1,219
219,N1=C2N(C(=C1)C1=CC=C(S1)C(C)NC1=NC(=NC3=CC(=C(C=C13)OC)OC)C)CCC2,"N-{1-[5-(6,7-dihydro-5H-pyrrolo[1,2-a]imidazol-3-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,220
220,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C=1C=NN(C1)CCN1CCCC1,"6,7-dimethoxy-2-methyl-N-[1-(5-{1-[2-(pyrrolidin-1-yl)ethyl]-1H-pyrazol-4-yl}thiophen-2-yl)ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,221
221,C1(CCCC1)N1N=CC(=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{1-[5-(1-cyclopentyl-1H-pyrazol-4-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,222
222,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=NNC=C1,"6,7-dimethoxy-2-methyl-N-{1-[5-(1H-pyrazol-3-yl)thiophen-2-yl]ethyl}quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,223
223,FC1(CN(CC1)CC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)F,"N-[1-(5-{2-[(3,3-difluoropyrrolidin-1-yl)methyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,224
224,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1OC(=CC1)C1=CC=CC=C1,"6,7-dimethoxy-2-methyl-N-[1-(5-phenylfuran-2-yl)ethyl]quinazolin-4-amine,enantiomer1",data/bronze/artifacts/2018_raw.xlsx,Sheet1,225
225,BrC=1C=C(C2=C(CCO2)C1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[1-(5-bromo-2,3-dihydro-1-benzofuran-7-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,226
226,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(O1)N1N=C(C=C1)CCO,"2-[1-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}furan-2-yl)-1H-pyrazol-3-yl]ethanol",data/bronze/artifacts/2018_raw.xlsx,Sheet1,227
227,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1C=CC(NC1)=O,"5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}pyridin-2(1H)-one",data/bronze/artifacts/2018_raw.xlsx,Sheet1,228
228,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC(=CC=C1)OC1=CC=CC=C1,"6,7-dimethoxy-2-methyl-N-[1-(3-phenoxyphenyl)ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,229
229,N=1SN=C2C1C=CC(=C2)C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,"N-[1-(2,1,3-benzothiadiazol-5-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,230
230,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=CC=C2C=CC=NC12,"6,7-dimethoxy-2-methyl-N-[(1R)-1-(quinolin-8-yl)ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,231
231,C1(=CCCC1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{1-[5-(cyclopent-1-en-1-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,232
232,C(C)OC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{1-[5-(2-ethoxyphenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,233
233,FC1=CC=C(C2=CC=CC=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{1-[5-(4-fluoronaphthalen-1-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,234
234,NCC1=C(C=CC(=C1)F)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[1-{5-[2-(aminomethyl)-4-fluorophenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,235
235,O1CCC(=CC1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{1-[5-(3,6-dihydro-2H-pyran-4-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,236
236,C(C)(C)(C)OC(NCC=1OC(=CC1)C=1SC(=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)=O,"tert-butyl{[5-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)furan-2-yl]methyl}carbamate",data/bronze/artifacts/2018_raw.xlsx,Sheet1,237
237,COC(=O)C1=CC(=NN1C)C=1SC(=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"methyl3-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-1-methyl-1H-pyrazole-5-carboxylate",data/bronze/artifacts/2018_raw.xlsx,Sheet1,238
238,CN(C1CN(CC1)CC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)C,"N-{1-[5-(2-{[3-(dimethylamino)pyrrolidin-1-yl]methyl}phenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,239
239,BrC1=CC(=CS1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[1-(5-bromothiophen-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,240
240,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C(=O)N)C=CC=C1,"2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,241
241,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=C(C(=O)N)C=CC1,"3-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,242
242,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(C(=O)N)C=C1,"4-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,243
243,NC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{1-[5-(2-aminophenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,244
244,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C=CC=C1)CO,"[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]methanol",data/bronze/artifacts/2018_raw.xlsx,Sheet1,245
245,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C#N)C=CC=C1,"2-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzonitrile",data/bronze/artifacts/2018_raw.xlsx,Sheet1,246
246,N1N=CC2=CC=CC(=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{1-[5-(1H-indazol-7-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,247
247,N1N=CC2=C(C=CC=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{1-[5-(1H-indazol-4-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,248
248,C(=C)C1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-{1-[5-(2-ethenylphenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,249
249,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=NN(C1)CC(=O)N,"2-(4-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-1H-pyrazol-1-yl]acetamide",data/bronze/artifacts/2018_raw.xlsx,Sheet1,250
250,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)CNC,"6,7-dimethoxy-2-methyl-N-[1-(5-(2-[(methylamino)methyl]phenyl}thiophen-2-yl)ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,251
251,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1C=C(SC1)C=1C=NN(C1)CCO,"2-(4-(4-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-1H-pyrazol-1-yl]ethanol",data/bronze/artifacts/2018_raw.xlsx,Sheet1,252
252,NCC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[1-{5-[2-(aminomethyl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,253
253,N1=C2N(C(=C1)C1=CC(=CS1)C(C)NC1=NC(=NC3=CC(=C(C=C13)OC)OC)C)CCC2,"N-{1-[5-(6,7-dihydro-5H-pyrrolo[1,2-a]imidazol-3-yl)thiophen-3-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,254
254,COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CSC(=C1)C=1C=NN(C1)CCN1CCCC1,"6,7-dimethoxy-2-methyl-N-[1-(5-{1-[2-(pyrrolidin-1-yl)ethyl]-1H-pyrazol-4-yl}thiophen-3-yl)ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,255
255,NCC1=C(C=CC(=C1)F)C1=CC(=CS1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,"N-[1-{5-[2-(aminomethyl)-4-fluorophenyl]thiophen-3-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,256
256,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C=CC1)C=1C=NN(C1)CCO,"2-[4-(3-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}phenyl)-1H-pyrazol-1-yl]ethanol",data/bronze/artifacts/2018_raw.xlsx,Sheet1,257
257,COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NN(C1)CCN1CCCC1,"6,7-dimethoxy-2-methyl-N-[(1R)-1-(3-{1-[2-(pyrrolidin-1-yl)ethyl]-1H-pyrazol-4-yl}phenyl)ethyl]quinazolin-4-amine",data/bronze/artifacts/2018_raw.xlsx,Sheet1,258
