compound_id,assay_id,cell_line,genotype,value_raw,value_num,unit,censor,assay_label,provenance_file,provenance_sheet,provenance_row,meas_kind,limit
40,assay.unknown.kras-activation-by-sos-high-gtp,,,1.75e-06,1.75e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,40,IC50,
41,assay.unknown.kras-activation-by-sos-high-gtp,,,1.4e-06,1.4e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,41,IC50,
42,assay.unknown.kras-activation-by-sos-high-gtp,,,5.58e-06,5.58e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,42,IC50,
43,assay.unknown.kras-activation-by-sos-high-gtp,,,0.14,0.14,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,43,IC50,
44,assay.unknown.kras-activation-by-sos-high-gtp,,,0.47,0.47,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,44,IC50,
45,assay.unknown.kras-activation-by-sos-high-gtp,,,2.17e-06,2.17e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,45,IC50,
46,assay.unknown.kras-activation-by-sos-high-gtp,,,3.82e-06,3.82e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,46,IC50,
47,assay.unknown.kras-activation-by-sos-high-gtp,,,0.22,0.22,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,47,IC50,
48,assay.unknown.kras-activation-by-sos-high-gtp,,,3.27e-06,3.27e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,48,IC50,
49,assay.unknown.kras-activation-by-sos-high-gtp,,,0.35,0.35,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,49,IC50,
50,assay.unknown.kras-activation-by-sos-high-gtp,,,2e-05,2e-05,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,50,IC50,
51,assay.unknown.kras-activation-by-sos-high-gtp,,,5.9e-06,5.9e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,51,IC50,
52,assay.unknown.kras-activation-by-sos-high-gtp,,,5.46e-06,5.46e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,52,IC50,
53,assay.unknown.kras-activation-by-sos-high-gtp,,,1.28e-06,1.28e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,53,IC50,
54,assay.unknown.kras-activation-by-sos-high-gtp,,,4.13e-06,4.13e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,54,IC50,
55,assay.unknown.kras-activation-by-sos-high-gtp,,,6.29e-07,6.29e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,55,IC50,
56,assay.unknown.kras-activation-by-sos-high-gtp,,,1.79e-06,1.79e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,56,IC50,
57,assay.unknown.kras-activation-by-sos-high-gtp,,,4.01e-07,4.01e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,57,IC50,
58,assay.unknown.kras-activation-by-sos-high-gtp,,,1.64e-06,1.64e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,58,IC50,
59,assay.unknown.kras-activation-by-sos-high-gtp,,,7.7e-07,7.7e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,59,IC50,
60,assay.unknown.kras-activation-by-sos-high-gtp,,,4.48e-07,4.48e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,60,IC50,
61,assay.unknown.kras-activation-by-sos-high-gtp,,,7.17e-07,7.17e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,61,IC50,
62,assay.unknown.kras-activation-by-sos-high-gtp,,,2.77e-06,2.77e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,62,IC50,
63,assay.unknown.kras-activation-by-sos-high-gtp,,,1.87e-06,1.87e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,63,IC50,
64,assay.unknown.kras-activation-by-sos-high-gtp,,,1.98e-06,1.98e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,64,IC50,
65,assay.unknown.kras-activation-by-sos-high-gtp,,,8.34e-06,8.34e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,65,IC50,
66,assay.unknown.kras-activation-by-sos-high-gtp,,,4.55e-06,4.55e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,66,IC50,
67,assay.unknown.kras-activation-by-sos-high-gtp,,,1.98e-05,1.98e-05,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,67,IC50,
68,assay.unknown.kras-activation-by-sos-high-gtp,,,4.86e-07,4.86e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,68,IC50,
69,assay.unknown.kras-activation-by-sos-high-gtp,,,5.41e-06,5.41e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,69,IC50,
70,assay.unknown.kras-activation-by-sos-high-gtp,,,8.82e-06,8.82e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,70,IC50,
71,assay.unknown.kras-activation-by-sos-high-gtp,,,8.43e-07,8.43e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,71,IC50,
72,assay.unknown.kras-activation-by-sos-high-gtp,,,8.68e-07,8.68e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,72,IC50,
73,assay.unknown.kras-activation-by-sos-high-gtp,,,5.54e-07,5.54e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,73,IC50,
74,assay.unknown.kras-activation-by-sos-high-gtp,,,2.23e-07,2.23e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,74,IC50,
75,assay.unknown.kras-activation-by-sos-high-gtp,,,1.15e-06,1.15e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,75,IC50,
76,assay.unknown.kras-activation-by-sos-high-gtp,,,1.19e-06,1.19e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,76,IC50,
77,assay.unknown.kras-activation-by-sos-high-gtp,,,9.83e-06,9.83e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,77,IC50,
78,assay.unknown.kras-activation-by-sos-high-gtp,,,0.45,0.45,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,78,IC50,
79,assay.unknown.kras-activation-by-sos-high-gtp,,,9.37e-07,9.37e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,79,IC50,
80,assay.unknown.kras-activation-by-sos-high-gtp,,,7.11e-07,7.11e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,80,IC50,
81,assay.unknown.kras-activation-by-sos-high-gtp,,,0.33,0.33,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,81,IC50,
82,assay.unknown.kras-activation-by-sos-high-gtp,,,8.57e-07,8.57e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,82,IC50,
83,assay.unknown.kras-activation-by-sos-high-gtp,,,7.85e-06,7.85e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,83,IC50,
84,assay.unknown.kras-activation-by-sos-high-gtp,,,7.29e-06,7.29e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,84,IC50,
85,assay.unknown.kras-activation-by-sos-high-gtp,,,7.58e-07,7.58e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,85,IC50,
86,assay.unknown.kras-activation-by-sos-high-gtp,,,9.35e-07,9.35e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,86,IC50,
87,assay.unknown.kras-activation-by-sos-high-gtp,,,3.48e-06,3.48e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,87,IC50,
88,assay.unknown.kras-activation-by-sos-high-gtp,,,2.58e-06,2.58e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,88,IC50,
89,assay.unknown.kras-activation-by-sos-high-gtp,,,2.88e-06,2.88e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,89,IC50,
90,assay.unknown.kras-activation-by-sos-high-gtp,,,0.48,0.48,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,90,IC50,
91,assay.unknown.kras-activation-by-sos-high-gtp,,,0.38,0.38,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,91,IC50,
92,assay.unknown.kras-activation-by-sos-high-gtp,,,3.87e-06,3.87e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,92,IC50,
93,assay.unknown.kras-activation-by-sos-high-gtp,,,1.58e-06,1.58e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,93,IC50,
94,assay.unknown.kras-activation-by-sos-high-gtp,,,3.14e-06,3.14e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,94,IC50,
95,assay.unknown.kras-activation-by-sos-high-gtp,,,4.73e-07,4.73e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,95,IC50,
96,assay.unknown.kras-activation-by-sos-high-gtp,,,1.09e-06,1.09e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,96,IC50,
97,assay.unknown.kras-activation-by-sos-high-gtp,,,0.28,0.28,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,97,IC50,
98,assay.unknown.kras-activation-by-sos-high-gtp,,,0.43,0.43,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,98,IC50,
99,assay.unknown.kras-activation-by-sos-high-gtp,,,1.42e-06,1.42e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,99,IC50,
100,assay.unknown.kras-activation-by-sos-high-gtp,,,1.42e-08,1.42e-08,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,100,IC50,
101,assay.unknown.kras-activation-by-sos-high-gtp,,,8.97e-07,8.97e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,101,IC50,
102,assay.unknown.kras-activation-by-sos-high-gtp,,,3.58e-06,3.58e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,102,IC50,
103,assay.unknown.kras-activation-by-sos-high-gtp,,,2.48e-06,2.48e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,103,IC50,
104,assay.unknown.kras-activation-by-sos-high-gtp,,,1.99e-06,1.99e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,104,IC50,
105,assay.unknown.kras-activation-by-sos-high-gtp,,,1.39e-06,1.39e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,105,IC50,
106,assay.unknown.kras-activation-by-sos-high-gtp,,,1.53e-06,1.53e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,106,IC50,
107,assay.unknown.kras-activation-by-sos-high-gtp,,,4.87e-07,4.87e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,107,IC50,
108,assay.unknown.kras-activation-by-sos-high-gtp,,,9.01e-07,9.01e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,108,IC50,
109,assay.unknown.kras-activation-by-sos-high-gtp,,,3.92e-07,3.92e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,109,IC50,
110,assay.unknown.kras-activation-by-sos-high-gtp,,,9.08e-07,9.08e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,110,IC50,
111,assay.unknown.kras-activation-by-sos-high-gtp,,,1.67e-06,1.67e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,111,IC50,
112,assay.unknown.kras-activation-by-sos-high-gtp,,,9.48e-07,9.48e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,112,IC50,
113,assay.unknown.kras-activation-by-sos-high-gtp,,,8.39e-07,8.39e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,113,IC50,
114,assay.unknown.kras-activation-by-sos-high-gtp,,,2.39e-06,2.39e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,114,IC50,
115,assay.unknown.kras-activation-by-sos-high-gtp,,,8.92e-07,8.92e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,115,IC50,
116,assay.unknown.kras-activation-by-sos-high-gtp,,,1.15e-06,1.15e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,116,IC50,
117,assay.unknown.kras-activation-by-sos-high-gtp,,,1.35e-06,1.35e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,117,IC50,
118,assay.unknown.kras-activation-by-sos-high-gtp,,,4.81e-07,4.81e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,118,IC50,
119,assay.unknown.kras-activation-by-sos-high-gtp,,,1.28e-06,1.28e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,119,IC50,
120,assay.unknown.kras-activation-by-sos-high-gtp,,,2.02e-06,2.02e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,120,IC50,
121,assay.unknown.kras-activation-by-sos-high-gtp,,,6.79e-07,6.79e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,121,IC50,
122,assay.unknown.kras-activation-by-sos-high-gtp,,,0.17,0.17,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,122,IC50,
123,assay.unknown.kras-activation-by-sos-high-gtp,,,1.31e-05,1.31e-05,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,123,IC50,
124,assay.unknown.kras-activation-by-sos-high-gtp,,,9.39e-06,9.39e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,124,IC50,
125,assay.unknown.kras-activation-by-sos-high-gtp,,,1.99e-06,1.99e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,125,IC50,
126,assay.unknown.kras-activation-by-sos-high-gtp,,,0.31,0.31,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,126,IC50,
127,assay.unknown.kras-activation-by-sos-high-gtp,,,0.44,0.44,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,127,IC50,
128,assay.unknown.kras-activation-by-sos-high-gtp,,,1.89e-05,1.89e-05,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,128,IC50,
129,assay.unknown.kras-activation-by-sos-high-gtp,,,2.38e-06,2.38e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,129,IC50,
130,assay.unknown.kras-activation-by-sos-high-gtp,,,4.31e-06,4.31e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,130,IC50,
131,assay.unknown.kras-activation-by-sos-high-gtp,,,3.37e-06,3.37e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,131,IC50,
132,assay.unknown.kras-activation-by-sos-high-gtp,,,8.05e-06,8.05e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,132,IC50,
133,assay.unknown.kras-activation-by-sos-high-gtp,,,4.03e-06,4.03e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,133,IC50,
134,assay.unknown.kras-activation-by-sos-high-gtp,,,0.23,0.23,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,134,IC50,
135,assay.unknown.kras-activation-by-sos-high-gtp,,,0.05,0.05,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,135,IC50,
136,assay.unknown.kras-activation-by-sos-high-gtp,,,0.29,0.29,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,136,IC50,
137,assay.unknown.kras-activation-by-sos-high-gtp,,,0.38,0.38,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,137,IC50,
138,assay.unknown.kras-activation-by-sos-high-gtp,,,7.43e-06,7.43e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,138,IC50,
139,assay.unknown.kras-activation-by-sos-high-gtp,,,6.13e-06,6.13e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,139,IC50,
140,assay.unknown.kras-activation-by-sos-high-gtp,,,5.26e-06,5.26e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,140,IC50,
141,assay.unknown.kras-activation-by-sos-high-gtp,,,0.25,0.25,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,141,IC50,
142,assay.unknown.kras-activation-by-sos-high-gtp,,,1.81e-06,1.81e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,142,IC50,
143,assay.unknown.kras-activation-by-sos-high-gtp,,,8.78e-06,8.78e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,143,IC50,
144,assay.unknown.kras-activation-by-sos-high-gtp,,,0.12,0.12,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,144,IC50,
145,assay.unknown.kras-activation-by-sos-high-gtp,,,0.18,0.18,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,145,IC50,
146,assay.unknown.kras-activation-by-sos-high-gtp,,,1.5e-06,1.5e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,146,IC50,
147,assay.unknown.kras-activation-by-sos-high-gtp,,,7.87e-07,7.87e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,147,IC50,
148,assay.unknown.kras-activation-by-sos-high-gtp,,,3.48e-06,3.48e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,148,IC50,
149,assay.unknown.kras-activation-by-sos-high-gtp,,,4.39e-06,4.39e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,149,IC50,
150,assay.unknown.kras-activation-by-sos-high-gtp,,,1.32e-05,1.32e-05,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,150,IC50,
151,assay.unknown.kras-activation-by-sos-high-gtp,,,0.51,0.51,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,151,IC50,
152,assay.unknown.kras-activation-by-sos-high-gtp,,,7.33e-06,7.33e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,152,IC50,
153,assay.unknown.kras-activation-by-sos-high-gtp,,,2.73e-06,2.73e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,153,IC50,
154,assay.unknown.kras-activation-by-sos-high-gtp,,,8.78e-06,8.78e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,154,IC50,
155,assay.unknown.kras-activation-by-sos-high-gtp,,,1.47e-06,1.47e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,155,IC50,
156,assay.unknown.kras-activation-by-sos-high-gtp,,,5.78e-06,5.78e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,156,IC50,
157,assay.unknown.kras-activation-by-sos-high-gtp,,,0.19,0.19,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,157,IC50,
158,assay.unknown.kras-activation-by-sos-high-gtp,,,0.04,0.04,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,158,IC50,
159,assay.unknown.kras-activation-by-sos-high-gtp,,,0.27,0.27,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,159,IC50,
160,assay.unknown.kras-activation-by-sos-high-gtp,,,0.33,0.33,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,160,IC50,
161,assay.unknown.kras-activation-by-sos-high-gtp,,,3.97e-06,3.97e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,161,IC50,
162,assay.unknown.kras-activation-by-sos-high-gtp,,,1.18e-05,1.18e-05,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,162,IC50,
163,assay.unknown.kras-activation-by-sos-high-gtp,,,0.42,0.42,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,163,IC50,
164,assay.unknown.kras-activation-by-sos-high-gtp,,,0.19,0.19,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,164,IC50,
165,assay.unknown.kras-activation-by-sos-high-gtp,,,1.84e-05,1.84e-05,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,165,IC50,
166,assay.unknown.kras-activation-by-sos-high-gtp,,,3.88e-06,3.88e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,166,IC50,
167,assay.unknown.kras-activation-by-sos-high-gtp,,,0.4,0.4,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,167,IC50,
168,assay.unknown.kras-activation-by-sos-high-gtp,,,0.38,0.38,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,168,IC50,
169,assay.unknown.kras-activation-by-sos-high-gtp,,,3.78e-06,3.78e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,169,IC50,
170,assay.unknown.kras-activation-by-sos-high-gtp,,,0.07,0.07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,170,IC50,
171,assay.unknown.kras-activation-by-sos-high-gtp,,,3.37e-06,3.37e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,171,IC50,
172,assay.unknown.kras-activation-by-sos-high-gtp,,,7.33e-06,7.33e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,172,IC50,
173,assay.unknown.kras-activation-by-sos-high-gtp,,,8.85e-06,8.85e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,173,IC50,
174,assay.unknown.kras-activation-by-sos-high-gtp,,,9.28e-06,9.28e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,174,IC50,
175,assay.unknown.kras-activation-by-sos-high-gtp,,,0.59,0.59,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,175,IC50,
176,assay.unknown.kras-activation-by-sos-high-gtp,,,5.82e-06,5.82e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,176,IC50,
177,assay.unknown.kras-activation-by-sos-high-gtp,,,6.78e-06,6.78e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,177,IC50,
178,assay.unknown.kras-activation-by-sos-high-gtp,,,5.11e-06,5.11e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,178,IC50,
179,assay.unknown.kras-activation-by-sos-high-gtp,,,2.45e-07,2.45e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,179,IC50,
180,assay.unknown.kras-activation-by-sos-high-gtp,,,9.21e-07,9.21e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,180,IC50,
181,assay.unknown.kras-activation-by-sos-high-gtp,,,6.51e-06,6.51e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,181,IC50,
182,assay.unknown.kras-activation-by-sos-high-gtp,,,1.23e-07,1.23e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,182,IC50,
183,assay.unknown.kras-activation-by-sos-high-gtp,,,4.2e-06,4.2e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,183,IC50,
184,assay.unknown.kras-activation-by-sos-high-gtp,,,1.06e-07,1.06e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,184,IC50,
185,assay.unknown.kras-activation-by-sos-high-gtp,,,3.44e-07,3.44e-07,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,185,IC50,
186,assay.unknown.kras-activation-by-sos-high-gtp,,,3.31e-06,3.31e-06,M,,KRAS-Activation by SOS high GTP,raw/2018_WO2018172250_raw.xlsx,Sheet1,186,IC50,
