compound_id,dataset_id,assay_id,panel_id,cell_line,smiles_canonical,inchikey,value_std,unit_std,censor,readout,matrix,provenance_file,provenance_sheet,provenance_row,std_rule_id,std_confidence,value_raw,value_num,unit,dataset_id_comp
47,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(SCc2cccc(I)c2)[nH]c2c(Br)ccc(Cl)c2c1=O,QACWRDXPNXXFJS-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,47,SCL_CONC_V1,1,> 2 μM,2,μM,2017
48,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2cccc(I)c2)[nH]c2c(Br)ccc(Cl)c2c1=O,SDFJQWOBKBDZDT-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,48,SCL_CONC_V1,1,> 2 μM,2,μM,2017
49,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(SCc2cccc(F)c2)[nH]c2c(Br)ccc(Cl)c2c1=O,FWKBMHJIJSCWCN-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,49,SCL_CONC_V1,1,> 2 μM,2,μM,2017
50,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2cccc(F)c2)[nH]c2c(Br)ccc(Cl)c2c1=O,QUVGGBLPRFORMF-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,50,SCL_CONC_V1,1,> 2 μM,2,μM,2017
51,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2cc(C)on2)[nH]c2c(Br)ccc(Cl)c2c1=O,FKYIYEQDUCUDGO-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,51,SCL_CONC_V1,1,> 2 μM,2,μM,2017
52,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(SCc2ccccc2)nc2c(Br)ccc(Cl)c2c1O,MHEXFMXBGSLBGQ-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,52,SCL_CONC_V1,1,> 2 μM,2,μM,2017
53,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccccc2)nc2c(Br)ccc(Cl)c2c1O,NBHDQZYSCSOIIP-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,53,SCL_CONC_V1,1,> 2 μM,2,μM,2017
54,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)(=O)Cc2ccccc2)nc2c(Br)ccc(Cl)c2c1O,NUPDLHGYKKDUTR-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,54,SCL_CONC_V1,1,> 2 μM,2,μM,2017
55,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,COc1cccc(CS(=O)c2[nH]c3c(Br)ccc(Cl)c3c(=O)c2C(C)=O)c1,RQTXLDUPHXZDFX-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,55,SCL_CONC_V1,1,> 2 μM,2,μM,2017
56,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(SC(F)(F)F)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O,VFRKNEMBXBTJNX-UHFFFAOYSA-N,1.47,μM,,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,56,SCL_CONC_V1,1,1.47 μM,1.47,μM,2017
58,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccccc2C#N)[nH]c2c(Br)ccc(Cl)c2c1=O,GVXYXXRDYDSIPM-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,58,SCL_CONC_V1,1,> 2 μM,2,μM,2017
59,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,COc1cc(CS(=O)c2[nH]c3c(Br)ccc(Cl)c3c(=O)c2C(C)=O)cc(OC)c1,SMZSYLDIUDJLGZ-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,59,SCL_CONC_V1,1,> 2 μM,2,μM,2017
60,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(C(C)(C)C)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O,JLDPVZDWUGRTJF-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,60,SCL_CONC_V1,1,> 2 μM,2,μM,2017
61,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,COCSc1[nH]c2c(Br)ccc(Cl)c2c(=O)c1C(C)=O,VENJQZPPCCDBCK-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,61,SCL_CONC_V1,1,> 2 μM,2,μM,2017
62,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S)[nH]c2c(Br)ccc(Cl)c2c1=O,QUYALKNMPJZMGZ-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,62,SCL_CONC_V1,1,> 2 μM,2,μM,2017
63,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(C(=O)c3ccccc3)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O,VCRIMDHBEBQSJD-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,63,SCL_CONC_V1,1,> 2 μM,2,μM,2017
64,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(S(=O)C(F)(F)F)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O,GDMJICOAEDPJNG-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,64,SCL_CONC_V1,1,> 2 μM,2,μM,2017
65,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)CC#N)[nH]c2c(Br)ccc(Cl)c2c1=O,WPXMAFJILSEDKS-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,65,SCL_CONC_V1,1,> 2 μM,2,μM,2017
66,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(SCC#N)[nH]c2c(Br)ccc(Cl)c2c1=O,DHSRMQGZOAVOBF-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,66,SCL_CONC_V1,1,> 2 μM,2,μM,2017
67,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S/C=C\C(=O)O)[nH]c2c(Br)ccc(Cl)c2c1=O,NROOEQWOAUINIG-PLNGDYQASA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,67,SCL_CONC_V1,1,> 2 μM,2,μM,2017
68,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(S(F)(F)(F)(F)F)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O,OWEAMNMRDZVQJK-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,68,SCL_CONC_V1,1,> 2 μM,2,μM,2017
69,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(S(F)(F)(F)(F)F)cc2F)[nH]c2c(Br)ccc(Cl)c2c1=O,DVBKACZOXGEGRY-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,69,SCL_CONC_V1,1,> 2 μM,2,μM,2017
70,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(C(F)(F)F)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O,BWVWSOUYXQNDBX-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,70,SCL_CONC_V1,1,> 2 μM,2,μM,2017
71,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(OC(F)(F)F)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O,XROACKBPOVVOCU-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,71,SCL_CONC_V1,1,> 2 μM,2,μM,2017
72,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(C(F)(F)F)o2)[nH]c2c(Br)ccc(Cl)c2c1=O,TZJBCKFPTFMTAZ-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,72,SCL_CONC_V1,1,> 2 μM,2,μM,2017
73,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(C#N)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O,ASSSZANRALNQHT-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,73,SCL_CONC_V1,1,> 2 μM,2,μM,2017
74,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2c(F)cccc2Cl)[nH]c2c(Br)ccc(Cl)c2c1=O,CTEOUZBDCZOBKU-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,74,SCL_CONC_V1,1,> 2 μM,2,μM,2017
75,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,COc1cc(S(F)(F)(F)(F)F)ccc1CS(=O)c1[nH]c2c(Br)ccc(Cl)c2c(=O)c1C(C)=O,SDIGZZKVKDIYSJ-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,75,SCL_CONC_V1,1,> 2 μM,2,μM,2017
76,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2cc(F)cc(S(F)(F)(F)(F)F)c2)[nH]c2c(Br)cc(Cl)cc2c1=O,YAVHPJSBKWOEHQ-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,76,SCL_CONC_V1,1,> 2 μM,2,μM,2017
77,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2cc(F)cc(S(F)(F)(F)(F)F)c2)[nH]c2c(Br)cc(Cl)cc2c1=O,YAVHPJSBKWOEHQ-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,77,SCL_CONC_V1,1,> 2 μM,2,μM,2017
78,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2c(F)c(F)c(F)c(F)c2F)[nH]c2c(Br)ccc(Cl)c2c1=O,QIGCLGYUFDNHBP-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,78,SCL_CONC_V1,1,> 2 μM,2,μM,2017
79,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(SC(F)(F)F)cc2)[nH]c2c(Cl)ccc(Cl)c2c1=O,HTAWNVVAZPWFCA-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,79,SCL_CONC_V1,1,> 2 μM,2,μM,2017
80,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(S(F)(F)(F)(F)F)cc2)[nH]c2c(F)ccc(F)c2c1=O,BBLGCYWBUZRVIX-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,80,SCL_CONC_V1,1,> 2 μM,2,μM,2017
81,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(C(F)(F)F)o2)[nH]c2c(F)ccc(F)c2c1=O,JVMMSRATSWGGHL-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,81,SCL_CONC_V1,1,> 2 μM,2,μM,2017
82,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2cc(C)on2)[nH]c2c(F)ccc(F)c2c1=O,VWISCWLALTWNLO-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,82,SCL_CONC_V1,1,> 2 μM,2,μM,2017
83,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(I)cc2)[nH]c2c(Cl)ccc(Cl)c2c1=O,MUHNRBPDQWDXCE-UHFFFAOYSA-N,1.45,μM,,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,83,SCL_CONC_V1,1,1.45 μM,1.45,μM,2017
84,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2cccnc2)[nH]c2c(Br)ccc(Cl)c2c1=O,DTGVOHJZFXQABK-UHFFFAOYSA-N,1.12,μM,,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,84,SCL_CONC_V1,1,1.12 μM,1.12,μM,2017
85,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(C)C(=O)c1c(S(=O)Cc2ccc(SC(F)(F)F)cc2)[nH]c2c(F)ccc(F)c2c1=O,HNRKYZUENKAQEN-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,85,SCL_CONC_V1,1,> 2 μM,2,μM,2017
86,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,Cc1cc(CS(=O)c2[nH]c3c(Cl)ccc(Cl)c3c(=O)c2C(=O)C(C)C)no1,NYBCQKNUUKWXGZ-UHFFFAOYSA-N,0.5,μM,,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,86,SCL_CONC_V1,1,0.50 μM,0.5,μM,2017
87,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,O=C(c1ccccc1)c1c(S(=O)Cc2ccc(S(F)(F)(F)(F)F)cc2)[nH]c2c(F)ccc(F)c2c1=O,UPZHZHKTXTXZGJ-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,87,SCL_CONC_V1,1,> 2 μM,2,μM,2017
88,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,Cc1cc(CS(=O)c2[nH]c3c(Cl)ccc(Cl)c3c(=O)c2C(=O)c2ccccc2)no1,NBCBQLYQDDOLPV-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,88,SCL_CONC_V1,1,> 2 μM,2,μM,2017
89,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,COC(=O)c1ccc(CS(=O)c2[nH]c3c(Cl)ccc(Cl)c3c(=O)c2C(C)=O)o1,ROYJFRUPRMQGRM-UHFFFAOYSA-N,1.34,μM,,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,89,SCL_CONC_V1,1,1.34 μM,1.34,μM,2017
90,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)CN2C(=O)c3ccccc3C2=O)[nH]c2c(Cl)ccc(Cl)c2c1=O,NQXKOQIAPLDMTD-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,90,SCL_CONC_V1,1,> 2 μM,2,μM,2017
91,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,COC(=O)c1ccc(CS(=O)c2[nH]c3c(Cl)ccc(Cl)c3c(=O)c2C(C)=O)cc1,QCPHJJLGHLOPCW-UHFFFAOYSA-N,1.82,μM,,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,91,SCL_CONC_V1,1,1.82 μM,1.82,μM,2017
92,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,COc1cccc2[nH]c(SCc3ccc(S(F)(F)(F)(F)F)cc3)c(C(C)=O)c(=O)c12,IDNMEAJNIHPCCP-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,92,SCL_CONC_V1,1,> 2 μM,2,μM,2017
93,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,COc1cccc2[nH]c(S(=O)Cc3ccc(S(F)(F)(F)(F)F)cc3)c(C(C)=O)c(=O)c12,VLNPRPABAFMZAM-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,93,SCL_CONC_V1,1,> 2 μM,2,μM,2017
94,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,COc1cccc2[nH]c(S(=O)Cc3cc(C)on3)c(C(C)=O)c(=O)c12,LVURTMVSLUWDBT-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,94,SCL_CONC_V1,1,> 2 μM,2,μM,2017
95,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,Cc1cc(CS(=O)c2[nH]c3c(Br)ccc(Cl)c3c(=O)c2C(=O)C(C)C)no1,QOERFXQQAQCWLI-UHFFFAOYSA-N,0.48,μM,,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,95,SCL_CONC_V1,1,0.48 μM,0.48,μM,2017
96,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,Cc1cc(CS(=O)c2[nH]c3c(Br)ccc(Cl)c3c(=O)c2C(=O)C2CC2)no1,WTNGAECHVPGCCT-UHFFFAOYSA-N,1.04,μM,,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,96,SCL_CONC_V1,1,1.04 μM,1.04,μM,2017
97,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,Cc1cc(CS(=O)c2[nH]c3c(Cl)ccc(Cl)c3c(=O)c2C(=O)C2CC2)no1,XCLPTYIUDADSDF-UHFFFAOYSA-N,0.78,μM,,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,97,SCL_CONC_V1,1,0.78 μM,0.78,μM,2017
98,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(C#N)s2)[nH]c2c(Br)ccc(Cl)c2c1=O,UOCDZKVMSQYGFB-UHFFFAOYSA-N,1.31,μM,,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,98,SCL_CONC_V1,1,1.31 μM,1.31,μM,2017
99,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(-n3cccn3)nc2)[nH]c2c(Br)ccc(Cl)c2c1=O,PBDWZOQNFHKLHS-UHFFFAOYSA-N,0.78,μM,,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,99,SCL_CONC_V1,1,0.78 μM,0.78,μM,2017
100,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(N)nc2)[nH]c2c(Br)ccc(Cl)c2c1=O,SVIRQZYIAZAENY-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,100,SCL_CONC_V1,1,> 2 μM,2,μM,2017
101,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,O=C(c1c(S(=O)Cc2ccc(SC(F)(F)F)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O)C1CC1,RVXLJHZULCGAFJ-UHFFFAOYSA-N,1.22,μM,,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,101,SCL_CONC_V1,1,1.22 μM,1.22,μM,2017
102,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(C(F)(F)F)nc2C)[nH]c2c(Br)ccc(Cl)c2c1=O,ZWJYLQUSWYBCHX-UHFFFAOYSA-N,1.02,μM,,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,102,SCL_CONC_V1,1,1.02 μM,1.02,μM,2017
103,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(NS(C)(=O)=O)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O,FKWDYGCLIDHREE-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,103,SCL_CONC_V1,1,> 2 μM,2,μM,2017
104,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2ccc(Cl)nc2)[nH]c2c(Br)ccc(Cl)c2c1=O,LVYPBFIEOHKJIP-UHFFFAOYSA-N,1.05,μM,,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,104,SCL_CONC_V1,1,1.05 μM,1.05,μM,2017
105,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,COCCNc1ccc(CS(=O)c2[nH]c3c(Br)ccc(Cl)c3c(=O)c2C(C)=O)cn1,NREUPYVBGDNNJT-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,105,SCL_CONC_V1,1,> 2 μM,2,μM,2017
106,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2nonc2C)[nH]c2c(Br)ccc(Cl)c2c1=O,YDBYDDATSVBJQC-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,106,SCL_CONC_V1,1,> 2 μM,2,μM,2017
107,2017,assay.cell.cytotoxicity.ic50.um.brca.hcc1954,brca,HCC1954,CC(=O)c1c(S(=O)Cc2cnc3[nH]ccc3c2)[nH]c2c(Br)ccc(Cl)c2c1=O,RYCMHMJVBBLSEI-UHFFFAOYSA-N,2,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,107,SCL_CONC_V1,1,> 2 μM,2,μM,2017
1,2017,assay.cell.cytotoxicity.ic50.um.brca.jimt-1,brca,JIMT-1,CC(=O)c1c(S(C)=O)[nH]c2c(Br)ccc(Cl)c2c1=O,JPEKBABCIRLYLZ-UHFFFAOYSA-N,10,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,1,SCL_CONC_V1,1,> 10 μM,10,μM,2017
2,2017,assay.cell.cytotoxicity.ic50.um.brca.jimt-1,brca,JIMT-1,CSc1[nH]c2c(Br)ccc(Cl)c2c(=O)c1C(C)=O,GFFLOAANRKOHTP-UHFFFAOYSA-N,10,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,2,SCL_CONC_V1,1,> 10 μM,10,μM,2017
3,2017,assay.cell.cytotoxicity.ic50.um.brca.jimt-1,brca,JIMT-1,CC(=O)c1c(SCc2ccccc2)[nH]c2c(Br)ccc(Cl)c2c1=O,MHEXFMXBGSLBGQ-UHFFFAOYSA-N,10,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,3,SCL_CONC_V1,1,> 10 μM,10,μM,2017
4,2017,assay.cell.cytotoxicity.ic50.um.brca.jimt-1,brca,JIMT-1,CC(=O)c1c(S(=O)Cc2ccccc2)[nH]c2c(Br)ccc(Cl)c2c1=O,NBHDQZYSCSOIIP-UHFFFAOYSA-N,10,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,4,SCL_CONC_V1,1,> 10 μM,10,μM,2017
5,2017,assay.cell.cytotoxicity.ic50.um.brca.jimt-1,brca,JIMT-1,CSc1c(C(C)=O)c(=O)c2c(Cl)ccc(Br)c2n1C,DRGOWQXNBSWIAF-UHFFFAOYSA-N,10,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,5,SCL_CONC_V1,1,> 10 μM,10,μM,2017
6,2017,assay.cell.cytotoxicity.ic50.um.brca.jimt-1,brca,JIMT-1,CC(=O)c1c(S(C)=O)[nH]c2c(Cl)ccc(Cl)c2c1=O,SERSRDLVZGBTKV-UHFFFAOYSA-N,10,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,6,SCL_CONC_V1,1,> 10 μM,10,μM,2017
7,2017,assay.cell.cytotoxicity.ic50.um.brca.jimt-1,brca,JIMT-1,CSc1c(C(C)=O)c(=O)c2cc(F)ccc2n1C,MQOOPVNFHSLPJT-UHFFFAOYSA-N,10,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,7,SCL_CONC_V1,1,> 10 μM,10,μM,2017
8,2017,assay.cell.cytotoxicity.ic50.um.brca.jimt-1,brca,JIMT-1,CSc1[nH]c2ccc(F)cc2c(=O)c1C(C)=O,WABVMQUUKSSSHI-UHFFFAOYSA-N,10,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,8,SCL_CONC_V1,1,> 10 μM,10,μM,2017
9,2017,assay.cell.cytotoxicity.ic50.um.brca.jimt-1,brca,JIMT-1,CC(=O)c1c(S(C)=O)n(C(=O)c2ccc(Br)cc2)c2c(Br)ccc(Cl)c2c1=O,UEAAZHCXFUIEHZ-UHFFFAOYSA-N,10,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,9,SCL_CONC_V1,1,> 10 μM,10,μM,2017
10,2017,assay.cell.cytotoxicity.ic50.um.brca.jimt-1,brca,JIMT-1,CC(=O)c1c(SCc2ccc(Cl)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O,TYOAUVCFTNRTIR-UHFFFAOYSA-N,10,μM,gt,cytotoxicity,cell,raw/2017_raw.xlsx,표5~표14,10,SCL_CONC_V1,1,> 10 μM,10,μM,2017
