compound_id,iupac_name,smiles_raw,KRAS-SOS1 Interaction,KRAS-Activation by SOS high GTP,KRAS-Activation by SOS no GTP,EGFR kinase inhibition IC50,provenance_file,provenance_sheet,provenance_row
150,"6,7-dimethoxy-2-methyl-N-[1-{5-[2-(trifluoromethoxy)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)OC(F)(F)F,7.38e-06,1.32e-05,1.32e-05,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,151
151,"6,7-dimethoxy-2-methyl-N-[1-{5-[3-(trifluoromethoxy)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC(=CC=C1)OC(F)(F)F,1.84e-05,0.51,1.33e-05,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,152
152,"N-{1-[5-(1H-indol-5-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1C=CC2=CC(=CC=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,5.48e-06,7.33e-06,1.11e-05,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,153
153,"N-{1-[5-(furan-3-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",O1C=C(C=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2.35e-06,2.73e-06,4.1e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,154
154,"N-{1-[5-(1-benzothiophen-3-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",S1C=C(C2=C1C=CC=C2)C2=CC=C(S2)C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,7.82e-06,8.78e-06,1.29e-05,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,155
155,"6,7-dimethoxy-2-methyl-N-{1-[5-(1-methyl-1H-indol-2-yl)thiophen-2-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C=1N(C2=CC=CC=C2C1)C,9.92e-07,1.47e-06,1.64e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,156
156,"6,7-dimethoxy-2-methyl-N-[1-{5-[(1E)-pent-1-en-1-yl]thiophen-2-yl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)\C=C\CCC,4.12e-06,5.78e-06,1.08e-05,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,157
157,"N-[1-{5-[(E)-2-cyclohexylethenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C1(CCCCC1)/C=C/C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,0.44,0.19,0.12,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,158
158,"6,7-dimethoxy-2-methyl-N-{1-[5-(2-phenoxyphenyl)thiophen-2-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)OC1=CC=CC=C1,0.29,0.04,0.1,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,159
159,"tert-butyl[4-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]carbamate",C(C)(C)(C)OC(NC1=CC=C(C=C1)C=1SC(=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)=O,0.43,0.27,0.35,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,160
160,"(2E)-3-[3-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]prop-2-enenitrile",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=C(C=CC1)/C=C/C#N,1.81e-05,0.33,0.13,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,161
161,"N-{1-[5-(2,4-dimethylphenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",CC1=C(C=CC(=C1)C)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,4.17e-06,3.97e-06,7e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,162
162,"1-(5'-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}-2,2'-bithiophen-5-yl)ethanone",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1SC(=CC1)C(C)=O,8.78e-06,1.18e-05,1.89e-05,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,163
163,"N-{1-[5-(1,3-benzodioxol-5-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",O1COC2=C1C=CC(=C2)C2=CC=C(S2)C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,1.38e-05,0.42,0.35,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,164
164,"6,7-dimethoxy-2-methyl-N-{1-[5-(4-methyl-3,4-dihydro-2H-1,4-benzoxazin-7-yl)thiophen-2-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC2=C(N(CCO2)C)C=C1,0.41,0.19,0.22,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,165
165,"N-[3-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]methanesulfonamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=C(C=CC1)NS(=O)(=O)C,1.06e-06,1.84e-05,0.32,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,166
166,"N-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]acetamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C=CC=C1)NC(C)=O,1.8e-06,3.88e-06,4.99e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,167
167,"6,7-dimethoxy-N-{1-[5-(3-methoxyphenyl)thiophen-2-yl]ethyl}-2-methylquinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC(=CC=C1)OC,1.89e-05,0.4,0.37,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,168
168,"6,7-dimethoxy-2-methyl-N-[1-{5-[3-(trifluoromethyl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC(=CC=C1)C(F)(F)F,1.22e-05,0.38,0.32,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,169
169,"2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-N,N-dimethylbenzenesulfonamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C=CC=C1)S(=O)(=O)N(C)C,2.18e-06,3.78e-06,4.53e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,170
170,"N-[1-{5-[3-(cyclopropylmethoxy)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C1(CC1)COC=1C=C(C=CC1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,0.45,0.07,0.15,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,171
171,"N-{1-[5-(1H-indol-4-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1C=CC2=C(C=CC=C12)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,5.59e-06,3.37e-06,7.18e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,172
172,"6,7-dimethoxy-N-{1-[5-(2-methoxypyrimidin-5-yl)thiophen-2-yl]ethyl}-2-methylquinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C=1C=NC(=NC1)OC,4.07e-06,7.33e-06,9.19e-06,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,173
173,"6,7-dimethoxy-2-methyl-N-[1-{5-[3-(methylsulfonyl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=CC(=CC=C1)S(=O)(=O)C,6.88e-06,8.85e-06,0.48,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,174
174,"N-{1-[5-(2,3-dihydro-1-benzofuran-5-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",O1CCC2=C1C=CC(=C2)C2=CC=C(S2)C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,6.92e-06,9.28e-06,1.83e-05,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,175
175,"6,7-dimethoxy-2-methyl-N-[1-{5-[(E)-2-phenylethenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)\C=C\C1=CC=CC=C1,1.78e-05,0.59,0.44,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,176
176,"4-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-N,N-dimethylbenzamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=CC=C(C(=O)N(C)C)C=C1,3.49e-06,5.82e-06,0.42,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,177
177,"6,7-dimethoxy-2-methyl-N-[1-{5-[(1E)-prop-1-en-1-yl]thiophen-2-yl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)\C=C\C,5.77e-06,6.78e-06,0.49,,data/bronze/artifacts/2018_raw.xlsx,Sheet1,178
178,"methyl2-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzoate",COC(C1=C(C=CC=C1)C=1SC(=CC1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)=O,1.43e-06,5.11e-06,7.12e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,179
179,"1-[2-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]piperidine-4-carboxamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CN2CCC(CC2)C(=O)N)C=CC=C1,9.04e-08,2.45e-07,2.14e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,180
180,"2-(2-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]ethanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(C=CC=C1)CCO,2.41e-07,9.21e-07,8.2e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,181
181,"2-(3-(5-(1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)phenyl]ethanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=C(C=CC1)CCO,3.5e-06,6.51e-06,0.45,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,182
182,"6,7-dimethoxy-2-methyl-N-[1-(5-[2-(2-oxa-6-azaspiro[33]hept-6-ylmethyl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)CN1CC2(COC2)C1,5.1e-08,1.23e-07,1.21e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,183
183,"N-[1-(5-bromo-4-methylthiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",BrC1=C(C=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)C,2.11e-06,4.2e-06,9.14e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,184
184,"6,7-dimethoxy-2-methyl-N-[1-{5-[2-(pyrrolidin-1-ylmethyl)phenyl]thiophen-2-yl}ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=C(C=CC=C1)CN1CCCC1,4.16e-08,1.06e-07,1.22e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,185
185,"N-[1-{5-[2-({2-[(dimethylamino)methyl]pyrrolidin-1-yl}methyl)phenyl]thiophen-2-yl}ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",CN(C)CC1N(CCC1)CC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,7.88e-08,3.44e-07,3.23e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,186
186,2-methyl-N-[(1R)-1-(naphthalen-1-yl)ethyl]quinazolin-4-amine,CC1=NC2=CC=CC=C2C(=N1)N[C@H](C)C1=CC=CC2=CC=CC=C12,9.84e-06,3.31e-06,0.22,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,187
187,"N-[(1R)-1-(4-bromophenyl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",BrC1=CC=C(C=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,4.78e-07,5.82e-07,1.26e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,188
188,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[4-(methylsulfonyl)phenyl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC=C(C=C1)S(=O)(=O)C,1.57e-05,1.87e-05,0.38,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,189
189,"4-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}benzonitrile",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC=C(C#N)C=C1,9.98e-06,1.17e-06,2.76e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,190
190,"6,7-dimethoxy-2-methyl-N-[(1R)-1-(3-methylphenyl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C,1.75e-07,1.53e-07,5.53e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,191
191,"N-[(1R)-1-(3-bromophenyl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",BrC=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,1.74e-07,2.45e-07,3.82e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,192
192,"4-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}benzamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC=C(C(=O)N)C=C1,4.59e-06,4.99e-06,1.42e-05,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,193
193,"N-[(1R)-1-(biphenyl-3-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C1(=CC(=CC=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)C1=CC=CC=C1,4.18e-07,4.05e-07,8.2e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,194
194,"3-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}benzonitrile",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C#N)C=CC1,4.93e-07,5.94e-07,2.43e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,195
195,"6,7-dimethoxy-2-methyl-N-[(1R)-1-(4-methylphenyl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC=C(C=C1)C,3.8e-07,6.35e-07,7.4e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,196
196,"N-[(1R)-1-(biphenyl-4-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C1(=CC=C(C=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)C1=CC=CC=C1,2.42e-06,1.99e-06,8.1e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,197
197,"N-[(1R)-1-(4-cyclopropylphenyl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C1(CC1)C1=CC=C(C=C1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2.88e-07,3.03e-07,8.38e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,198
198,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(methylsulfonyl)phenyl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)S(=O)(=O)C,2.91e-07,5.18e-07,1.09e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,199
199,"3-{(1R)-1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}benzamide",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C=1C=C(C(=O)N)C=CC1,1.73e-06,1.42e-06,8.7e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,200
200,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1H-pyrazol-4-yl)phenyl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1C=NNC1,1.39e-07,2.38e-07,4.04e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,201
201,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[4-(1-methyl-1,2,3,6-tetrahydropyridin-4-yl)phenyl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC=C(C=C1)C=1CCN(CC1)C,1.97e-05,0.29,0.5,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,202
202,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[3-(1-methyl-1,2,3,6-tetrahydropyridin-4-yl)phenyl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC(=CC=C1)C=1CCN(CC1)C,1.42e-06,9.79e-07,5.32e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,203
203,"6,7-dimethoxy-2-methyl-N-{(1R)-1-[4-(prop-1-en-2-yl)phenyl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC=C(C=C1)C(=C)C,1.37e-06,1.38e-06,3.3e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,204
204,"N-[(1R)-1-(3-cyclopropylphenyl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",C1(CC1)C=1C=C(C=CC1)[C@@H](C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,2.29e-07,2.85e-07,8.4e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,205
205,"N-[1-(1-benzothiophen-4-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",S1C=CC2=C1C=CC=C2C(C)NC2=NC(=NC1=CC(=C(C=C21)OC)OC)C,7.38e-08,8.72e-08,1.28e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,206
206,"6,7-dimethoxy-2-methyl-N-[(1R)-1-phenylethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)N[C@H](C)C1=CC=CC=C1,4.81e-07,1.09e-06,1.75e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,207
207,"6,7-dimethoxy-2-methyl-N-[1-(thiophen-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC=CC1,2.73e-06,2.27e-06,1.23e-05,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,208
208,"N-[1-(5-bromofuran-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",BrC1=CC=C(O1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,5.97e-06,,0.47,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,209
209,"N-[1-(5-bromothiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",BrC1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,1.98e-06,,4.95e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,210
210,"1-[2-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)benzyl]pyrrolidin-3-ol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C1=C(CN2CC(CC2)O)C=CC=C1,3.85e-08,1.89e-07,1.9e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,211
211,"N-{1-[5-(2-{[(3S)-3-fluoropyrrolidin-1-yl]methyl}phenyl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",F[C@@H]1CN(CC1)CC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,1.33e-07,2.92e-07,2.33e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,212
212,"6,7-dimethoxy-2-methyl-N-[1-(quinolin-5-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=C2C=CC=NC2=CC=C1,6.48e-07,,2.64e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,213
213,"6,7-dimethoxy-2-methyl-N-[1-(5-phenylfuran-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1OC(=CC1)C1=CC=CC=C1,6.78e-06,6.31e-06,0.42,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,214
214,"N-[1-(5-bromo-2,3-dihydro-1-benzofuran-7-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",BrC=1C=C(C2=C(CCO2)C1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,3.33e-06,3.96e-06,1.36e-05,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,215
215,"6,7-dimethoxy-2-methyl-N-[1-(3-phenoxyphenyl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC(=CC=C1)OC1=CC=CC=C1,9.98e-07,1.18e-06,2.95e-06,2.57e-06,data/bronze/artifacts/2018_raw.xlsx,Sheet1,216
216,"6,7-dimethoxy-2-methyl-N-{1-[3-(2H-tetrazol-5-yl)phenyl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC(=CC=C1)C=1N=NNN1,6.58e-06,1.79e-05,1.61e-05,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,217
217,"6,7-dimethoxy-2-methyl-N-[1-(quinolin-8-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1C=CC=C2C=CC=NC12,8.8e-06,0.59,0.45,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,218
218,"2-[4-(5-{1-[(6,7-dimethoxy-2-methylquinazolin-4-yl)amino]ethyl}thiophen-2-yl)-1H-pyrazol-1-yl]ethanol",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C1=CC=C(S1)C=1C=NN(C1)CCO,1.98e-06,1.37e-06,3.78e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,219
219,"N-{1-[5-(6,7-dihydro-5H-pyrrolo[1,2-a]imidazol-3-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",N1=C2N(C(=C1)C1=CC=C(S1)C(C)NC1=NC(=NC3=CC(=C(C=C13)OC)OC)C)CCC2,4.13e-07,5.7e-07,9.08e-07,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,220
220,"6,7-dimethoxy-2-methyl-N-[1-(5-{1-[2-(pyrrolidin-1-yl)ethyl]-1H-pyrazol-4-yl}thiophen-2-yl)ethyl]quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C=1C=NN(C1)CCN1CCCC1,3.79e-07,3.81e-07,1.91e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,221
221,"N-{1-[5-(1-cyclopentyl-1H-pyrazol-4-yl)thiophen-2-yl]ethyl}-6,7-dimethoxy-2-methylquinazolin-4-amine",C1(CCCC1)N1N=CC(=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,3.06e-06,4.65e-06,4.81e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,222
222,"6,7-dimethoxy-2-methyl-N-{1-[5-(1H-pyrazol-3-yl)thiophen-2-yl]ethyl}quinazolin-4-amine",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1SC(=CC1)C1=NNC=C1,3.88e-06,4.44e-06,1.35e-05,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,223
223,"N-[1-(5-{2-[(3,3-difluoropyrrolidin-1-yl)methyl]phenyl}thiophen-2-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",FC1(CN(CC1)CC1=C(C=CC=C1)C1=CC=C(S1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C)F,2.11e-06,5.6e-06,7.18e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,224
224,"6,7-dimethoxy-2-methyl-N-[1-(5-phenylfuran-2-yl)ethyl]quinazolin-4-amine,enantiomer1",COC=1C=C2C(=NC(=NC2=CC1OC)C)NC(C)C=1OC(=CC1)C1=CC=CC=C1,3.6e-06,2.55e-06,9.37e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,225
225,"N-[1-(5-bromo-2,3-dihydro-1-benzofuran-7-yl)ethyl]-6,7-dimethoxy-2-methylquinazolin-4-amine",BrC=1C=C(C2=C(CCO2)C1)C(C)NC1=NC(=NC2=CC(=C(C=C12)OC)OC)C,1.54e-06,2.27e-06,4.68e-06,>2.00E-5,data/bronze/artifacts/2018_raw.xlsx,Sheet1,226
